,User_name,Review title,Review Rating,Review date,Review_body
417,mkay93,Best show I've watched all year,10/10,4 October 2021,"Wow! Amazing show worth watching for sure. Concept was so good. The VIPs doe.. their acting was weird. Other than that the whole show keeps you on the edge.. the characters were really well played and I can't wait for the next season.
                
                    4 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
418,rosa-h-48039,A winner for me,10/10,6 October 2021,"This is in my top 10 shows for sure! Loved the acting the story, even the fan favourites will die so don't get to comfourtable watching this!
                
            
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
419,hawkinsuhc,"If not for the ending m, I would have given it a 19!",9/10,9 October 2021,"It took a minute to get started but once it did, I was hooked. With than being said, the winner pissed me off. He was so moral that he oozed of stupidity. Him winning was an insult to all those who fought and lost and died. He indulged in a year long, self absorbed pity party. Had I saw the ending first, I wouldn't have bothered watching any of it.
                
            
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
420,Airman87,Should have been a 4 episode mini series... Slow at times.,7/10,6 October 2021,"A movie would have been way too short and required some serious character cuts, however 9 episodes was also too long. There were a lot of lull moments that either dragged or unnecessary side stories that contributed very little to the overall story and arc of the protagonists. Had this been sliced down into 4 or 5 episodes, the overall pacing would have been much better and created an overall more intense viewing experience to constantly kept viewers on edge. A little trimming and this would handily have been a solid 10/10 experience at how fervent and enrapturing the story moves.One thing also worth commenting is that Netflix indirectly spoils the final episode. On the parental guidance at the top of the screen, the 'suicide' word appears, ultimately revealing the outcome of the final game (even though it was rather predictable, it does confirm it).Not a bad series and worth watching, just do not watch all 9 episodes in a row or the story may move too slowly. It would be better with some time between episodes so you can build anticipation."
421,BellaMyEmily,Binge watched it in a day,9/10,9 October 2021,"I'm almost embarrassed to admit that I committed a whole day in front of this show but it really caught me. Episode 6 had me bawling my eyes out. However, I feel like the last episode was a little disappointed. They tried to make you understand that you won't find happiness in money, but I just feel like the pace and the vibe were a bit off compared to the rest of the show. And such a shame to learn that the character whose ""death"" you mourned the most showed to be the evil guy all along.
                
            
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
422,manolo-webmaster,It could've been much better!,5/10,14 October 2021,"I liked:
1. The plot premise
2. The costumes
3. The setup
4. The plot
I disliked:
1. The acting is over exaggerated
2. Very minimal character development, the majority are unidimensional
3. Laughable reactions from most characters
4. Many scenes with screaming characters, can't they talk normally?
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
423,visionaforethought,How can this be a 15?,1/10,20 September 2021,"I know that as one ages one turns into a grumpy old flatulating individual passing plenty of not just faeces but righteous judgement on a collapsing morally bankrupt world. All said, this 'review' comes from a person who saw Lord of The Flies when about 14 after our superb English teacher felt it worth seeing after we read the book as part of our education. I found both the book and movie so traumatic they changed my life. But probably in a good way. The point being made that below a certain age or level of training, young people are not suited to positions of power or leadership. More recently, productions and video games based on the Battle Royale principle also alert us as to the ethics of exploiting vulnerable young people for the schadenfreude entertainment of adults and a baying public. Sadly, The Hunger Games put production spectacle and creepy puppeteers ahead of violence, so the point wasn't really made, but it has the benefit of warning a younger audience how some adults use them.*** SPOILER ALERT ***
I had never heard of Squid Game and happened to catch it on Netflix last night where I saw the first episode. What got me was now just how there was NO humor in it at all, common with today's productions, but the pure blood spurting realistic brutality of the scene where the giant 'little' girl guns down those who are caught moving.As per The Hunger Games, the aesthetics and production design is superb, but can someone explain to me WHY such content is produced in the first place? Is Squid Game entertainment or a warning? And why is it a 15, not an 18? Alien was never gratuitously violent (they were at war) yet an 18 or X when released in the 70s. I know, I saw it when 15 and was terrified!My rating is based on the ethics of SG being a 15, not the quality of the production,
                
            
                    36 out of 77 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
424,Danuvius01,"Great idea, terrible execution",5/10,2 October 2021,"The story is great, but the acting is extremely bad. The dialogues between and durnig the games are totally meaningless.
                
                    3 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
425,letthemkiss,Everyone say thank you Park Hae-soo,6/10,5 October 2021,"Even while deliberately turning my brain off some blunders were too glaring to ignore (namely the VIPs, who were an insult to the main cast). Even so, seeing the internet collectively enjoy and meme a piece of media makes me happy. You could also say I was in love with Sang-woo, so that contributes to my overall rating...
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
426,chrisieridis,It's been a while.,10/10,8 October 2021,"Its been a while since the last time time stopped while watching a series. A long waited time.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
427,Shevy-Chan,Prepare to like an unlikable character.,9/10,14 October 2021,"Some of the best cinema I have ever seen originates from South Korea. They are masters at layering dubious qualities on their protagonists, which often makes the lead characters quite unpredictable, yet still very relatable.For too long Western cinema has followed the narrative that the 'good guy' has to be a 'nice guy'.... when in fact, the majority of us look out for our own self interests when push comes to shove.I feel like the writers left a few plot holes here and there.... but overall Squid Game was very entertaining. I gave it a 9/10 despite its shortcomings.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
428,barrywomb,Good nearly great show,7/10,25 September 2021,"This show is really good. A 'BIT' like a Korean 'Hunger Games'. The story is great and the struggles that dominate the plot create a lot of great tension. It reeled me in right from the start. Give it an episode and you'll be hooked.The things that hurt it:EXTREMELY poor dubbing. A few of the character's voices are so comically bad that it's pretty cringey at times.One actress is absolutely terrible and should've been either played by someone else, or the part should've been written out. So bad.The VIPs are pretty ridiculous.Other than that, I look forward to another season. Not sure what they can do with it after such a great start.
                
            
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
429,michbissy-79037,Taskmaster meets Battle Royale meets The Purge,10/10,9 October 2021,"Had me gripped from the beginning to the end.Some plot lines were signposted v obviously but it was still edge of your seat viewing. I love an open end that leaves you imagining your own conclusions. Well acted, good character development, heart breaking and whilst not entirely original it had enough going for it to make it stand out.
                
            
                    7 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
430,jtrank-75214,A must watch kdrama!,9/10,1 October 2021,"The games and story is a crazy one. Surprised they pulled this off during covid but of course it's korean drama. They are at the top of their game. Very gorey, heads up.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
431,redbythesea,Meh,5/10,13 October 2021,"Meh.Update when I finish but so far nothing really stands out for me or remotely exciting. Y'all are insane for this. What's all the racket about????
                
                    3 out of 8 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
432,martinshh,One of the best TV series of 2021,10/10,6 October 2021,"I'm kind of blown away by this masterpiece. It does has it's flaws, mainly in the dubbing / subtitle area, but that's pretty common with asian movies. I guess it's next to impossible to do this 100% right. The series has awesome characters, not a single weak filler episode and many wtf moments. It's a fresh breeze in the world of Netflix' teenie action series that are basically unwatchable as soon as you are older than 25.
                
                    1 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
433,sos_poseidon,Prepare to be anxious!,10/10,3 October 2021,"This is one of the best series I have ever seen. Prepare yourself, however, to be anxious and have your heart ripped out thanks to episode 6.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
434,levius-46895,Arguably the best show on nextflix,10/10,2 October 2021,"The Chinese/Korean actors and actresses are absolutely amazing! They make everything just feel so real and believable, yes the English voice acting is a bit off but please believe me when I say there are shows with MUUUCH worse voice acting. Watched the entire season in 1 day and WOW what a emotional Rollercoaster filled with thrills and connections to the characters! Awesome Awesome Awesome show.
                
                    2 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
435,mehdiyama,Old idea but still gold,8/10,11 October 2021,"You play, you will die or win, it's easy.The main idea (( A match that everyone needs to survive from a life and death game)) is an old idea, but it still has a great potential for making great movies and series like this.I really enjoyed it when I was watching it. The actors played great, the music is stressful and great too, the main story and games are carefully selected.In my opinion everyone can watch this series and enjoy it, not for searching for little mistakes.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
436,sdqftq,"Overall pretty good, but the first 2 episodes, and last episode makes the show worse",8/10,9 October 2021,"I love this show. The series is very tense, with steaks being very high. It also has a lot of commentary on some of the toxicity in competition and discrimination. I loved this, but I have one major issue. 3 of the episodes aren't good, and this isn't the kind of series where you can skip over one episode and still be able to follow the story. I enjoyed this, but I'm not really going to watch it again.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
437,Mazenabdo,"Good show, not more.",7/10,7 October 2021,"While this is somehow entertaining, yet there are a lot of boring moments, especially, as stated in other reviews, the terrible acting by half of the total cast.This show suffers of the repetitive design of many aspects, such as the costume, music, places, even the reaction of the actors.Also, there is always a boring moment between the games, and that's while the games it self are not epic nor serious but some how they finish it with lots of blood and death...
                
                    3 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
438,bachito1996,Predictible but enjoyable,7/10,28 September 2021,"Despite how predictable was the plot, I watched it in two days. Well done!BTW, wtf with those VIP characters at the end, they were obnoxiously cringe. Bad acting or they made them on purpose?
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
439,jim_w92viking,Utterly boring,1/10,2 October 2021,"Wanted to give up after episode one
Managed to force myself to watch episode 2My oh my what utter drivelWhat are these people give 9-10 scores smoking???Nothing happensThe main character is utterly unlikeableWorst series ever!!So dull.
                
                    37 out of 69 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
440,Nos2001,Oh the moral dilemmas!,8/10,28 September 2021,"With nods to 2001: A Space Odyssey (Blue Danube score and depth of meaning regarding some of the eliminations) and Battle Royale (an all out fight for survival), whilst some of the acting leaves much to be desired, the concept and plot raises this to be an addictive, binge worthy series.Granted I watched this with the English dubbing, which may lose some of the intended dialogue, but the main characters give a boost to the otherwise mediocre acting of some of the other members of the cast.The story - albeit an old one of man versus man in a primordial sense - is engaging and keeps you interested. The side story of the masked individuals is perhaps an unnecessary addition, and I found it disengaging from the main plot. That being said, if you ignore it and focus on the primary plot, it can be forgiven.Overall 8/10. Watch it and enjoy!"
441,petdavies,Good but couldn't invest in characters,7/10,14 October 2021,"Concept is like a revival of battle royale (loosely) and very brutal. I was watching with an open jaw on episode 1. Slightly deteriorated a tad with each episode.I couldn't invest in any character enough to care. Don't make a second series and let this stand alone as a solid series itself. Like they should've done with a Handmaids Snail.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
442,greatcoder,A good watch,8/10,11 October 2021,"It is a very good show that once must watch. Best thing which I liked about the show is that this has ended in one season only. Other shows unnecessarily drags this to multiple seasons.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
443,loozzotys,overrated & the ending S01E08 was stupid,4/10,6 October 2021,"Kids may not know it is basically a copy of the Japanese movie ""As the Gods Will"" - the first chapters are identical concepta add then bits of ""Escape Room"" ""The Cube"" and the ultraviolence of ""A clockwork Orange"" (btw the VIP lounge scene is obviously idea taken from the Clockwork Orange movie's ""Milk Bar"" scene).Also the English subtitles are awful.The ending was so disappointing. And the last episode was half as long! Underwhelming.
                
                    6 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
444,pandora-32182,Brutally brilliant,10/10,14 October 2021,"Im soo glad i watched this before all the hype started because shows are always ruined by hype and spoilers. Being completely new to korean telly, i was shockingly surprised by the story line, the drama, the acting, the cinematics and the entire shabang! Its the best series i have seen in a very very long time but i do feel it will be a one hit wonder. A season 2 just wont be able to match up to the buzz & excitement surrounding Season 1.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
445,dleeliberty,This show lives up to the hype,8/10,10 October 2021,"I was skeptical of the show since it had so much hype, but it was an amazing show by far. This show will keep you entertained almost the whole way through. The only part i wish wasn't in it was the vips they contributed nothing imo. Other than that this show was the bomb.
                
            
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
446,sayantanroy-11186,Spine chilling game,10/10,23 September 2021,"I m speechlesss. Love this series.. One of the best.
                
                    26 out of 43 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
447,bizzarebrajesh,"Like you bet on horses or lower animals, there's someone who'll bet on you too.",9/10,9 October 2021,"Very well written and new concept with little flaws or missing scripts. But overally a very good show. The only thing I found that it's very slow.Shows every aspect of humans in a good fictional ways how each one betrays or kills or uses others for own survival. And the last episode where he tells how you bet on horses we on humans, shows the power of hierarchy. A very well written story as always I've seen other works of the director and he never disappoints badly.
                
            
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
448,zemad-94176,A masterpiece,9/10,7 October 2021,"That's is the masterpiece of Netflix but the end is not very good so that I give it 9 star but if thay make another season that will be different.
                
                    2 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
449,amongthylacines,What Hollywood forgot,9/10,22 September 2021,"Most of Hollywood and almost every single(once beloved franchise) turned their backs on the customers. Too busy to lecture us and shove their woke religion down our throats but many other countries still make movies and series to entertain. To give us escapism, good story lines, thrills, believable characters with backgrounds and struggles, some who you despise, some who you care for, many of them grey and no political propaganda.No obvious message from the rich elite in Hollywood. No forced identity (with the exception of the elite watching the fights (poor acting, the sole downside of the movie) but real identities (e.g. Different characters).No all-powerful protagonists. Not total conformism. When a girl or woman fights a man it's believable and no preaching. I love it. No endless preaching from the hypocrites (which constantly pulls you out of the movie experience) but good 'le inventive and exciting entertainment.This is a high quality dystopian series from our Korean friends.If you are sick to the back teeth of modern day Hollywood sensibilities and microagressions like 95% of mankind then watch this macro aggression series. Highly recommended."
450,dummy-79,Good But 2 Episodes Too Long,7/10,26 September 2021,"Only 6 or 7 episodes worth of material stretched to 9.The American dialogue is pure shallow stereotype trash compared to the Korean's. You could still make them bad, but given them decent lines. Even the worst Korean parts had meaningful dialogue and had some sympathetic qualities.The script played a decent 8 and 2/3's innings. The last out could have gone for the fences, but instead was a meaningless 3rd strike check swing.
                
            
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
451,vjmatinde,It will keep you guessing,9/10,20 September 2021,"An absolute thriller! The comedy gets you off guard even in the midst of a nail biting story! Enjoyed it.
                
                    3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
452,seldomane,"I enjoyed #Alive, but I love Squid Game.",9/10,18 September 2021,"Truly a well-directed, well-acted, well-produced and casted series. I dare say I wish it could continue, but all games must end to have a victor!Thank you for this very bingeworthy story. Thank you all cast and crew involved. Despite not knowing more than 3 words in Korean I recognized several actors. Goes to show, Hollywood ain't everything!*To those that find this 'boring', please understand you need Michael Bay or shiny keys to keep your attention. *snap* Hello?! Are you listening?!*
                
                    6 out of 13 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
453,benwilliams1999,Wow...,10/10,5 October 2021,"I initially gave this a 9/10... then it was mid way through my 2nd rewatch of the show when it clicked... I almost NEVER rewatch any show, and this is the first time I've ever watched a live action foreign show. That's what clicked and made me give it 10/10.In such a short span of time, you get an emotional connection to the characters despite not even speaking the same language. The show has it's flaws, but by far one of the best shows I've ever seen.
                
                    5 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
454,kellen-couzens,Fizzles out mid way,5/10,27 September 2021,"STRONG start! It gets its tentacles wrapped around you and slowly looses its grip midway without taking a big enough bite of your brain to leave a lasting impression. I think they tried to cram too much while also slowing the pace down. I felt the marble episode was the turning point. It really dragged its feet even tho it introduced so much more story. Had they trimmed the fat and maybe kept it to only a few episodes it could have been great but ultimately it more sinks than swims by the end.
                
                    3 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
455,launrol_9200,Enjoyable and addictive but.....!,6/10,26 September 2021,"I loved most of the series but I think the end of this first season made no sense. Why the red hair color? He wanted the money to be a good father but when he won it feels like he completely forgot about his daughter... I really disliked the way the handle the end.
                
            
                    102 out of 123 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
456,katehart-60172,Give me subtitles!!!,9/10,24 September 2021,"Turned off on the preview - the VIPs were that bad.
                
                    4 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
457,mrazovabarbora,I'm obsessed,8/10,29 September 2021,"I'm obsessed because its amazing show. However...sometimes it has a little weird 'feeling'. Somethings off. Maybe its the eng dabing, that make it 'overacted'. I wish I was fluent in Korean, I'd enjoy it more.. but dont get me wrong it was AMAZING. The first game, the marbles... I really cant wait for the second season..🦑
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
458,randychenault,Best Series in a while,9/10,11 October 2021,"It would be completely unfair to rate the actors if you watch English dub, because a lot is lost in translation. This is the best drama series available. I.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
459,meramguru,What does Success mean to you,9/10,18 September 2021,"Excellent showcase of human mind and emotions. Its the battle of strong people against the weak people covering all aspects such as morality ,honesty,sacrifice,smartness,cunningness and so on.This series is definitely worth your time and will hook you up to watch the season at a single stretch.
                
                    10 out of 19 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
460,qsspzhpzf,E1-E7,7/10,1 October 2021,"Episode 1 starts off a bit too slow but towards the end things get interesting. Episode 2 to 7 is amazing and provides something a bit different from what we've seen in the past year or so.Episode 8 and 9 are terrible, they don't make any sense! I really don't want to include too many spoilers in this review.Overall, we'll done to the main characters. The acting was amazing!!!!
                
                    4 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
461,bougiadaa,Intresting BUT just okay,6/10,10 October 2021,"SQUID GAME is a series with a lot of common with HUNGER GAMES
in other words it is like hunger game with more fantastic and weird challenges ..The thing that Iliked was the message that it offers''Money do not bring happiness'' and that people can kill their friend for the sake of money
it has an intresting plot and actor's performances are good too
i was also burst into tears in ep 6BUT there are some disadvantages that should be taken into account ...such as there are tooo many violence scenes that should not exist in my opinion and some plotwist that i had already expected them .The issue with the policeman at the begging was intresting and i thought that he may help competitors to escape but he did not do something important to the plot , he could not to exist or be somehow different.Finally it has a weak ending .. it could be better .To my mind there are such a lot masterpiece of Korean industry and this one is not one of them but i reccomend it to everyone to watch it."
462,asdfqaz123,Only possible outside of Hollywood,10/10,30 September 2021,"This is the bravest, most intelligent show I've seen in years, absolutely blown away by the thoughtfulness in the script. There's so many layers in the script, one has to be a parent/son/bread winner/unemployed to truly appreciate the full depth of it.The first layer it puts down is the modern slavery that's known as debt. It uses the the Korean household debt crisis as the backdrop rather than some made up excuse like a sci-fi film. This makes watching the series so much more relatable.Another layer worth mentioning is the father saying goodbye to his daughter. The depiction was realistic and poignant, none of the overacting typically seen in a Hollywood film. I personally felt the pain for the father.The fact that characters can act according to their free will adds another layer to the plot. Ultimately, this series is about the ugly side of human nature. Nobody forces us to do anything but when push comes to shove, it often brings out the worst of us, a side that we never knew existed.Overall, I feel this series is deep and thought provoking. It blends real social issues with fantasy thrills without going overboard. Though we may not have survival games like these in the real world, it is still quite true that debt can make a person vulnerable. So, spare a thought for someone around you who's in financial needs and offer them some help. I think that's the message from the filmmakers."
463,comdinet,Standard netflix trash,2/10,6 October 2021,"The only good part of it is the music played before the game being, which is stolen from Hunger Games. Including the megaphone effect.
                
                    8 out of 14 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
464,iSeeMoView,Was set up to...FAIL,7/10,11 October 2021,"This series would deserve a solid 9, except for the fact that's it contains 3 pathetic and unacceptable flaws.As high-caliber that each episode and the storyline was, it went majorly downhill in Episode 7 with the portrayal of the VIPs. The show's portrayal of idiotic Americans takes the viewer right down to an uncomfortable level at how ridiculously these characters were expected to be. Even if they were attempting to make them seem stupid, it made the show pretty cringe-worthy from how well it had developed up until that point. It quickly went downhill at the introduction of these characters.Finally, the ending of the final ""game"" played in the show was really dumb and lacked redemption in the characters' development. As well as, the ending of the film and it's dialogue leading up to it.I was going to knock off 3 points for the above 3 mentioned failures, but wanted to be generous with a final rating if 7 (reduced from what could have been a 9, had they not messed up this show so badly). Overall, the show was excellent - until it was not - with its horrible conclusion.As good as this show was for most of it, the ending completely destroyed it, making me wonder ""What was the point of watching this?"" It is unbelievable that a show that was written and acted so well, turned into something sloppy at the end that could have been written much better. It's as if someone different who had no idea what the story was, wrote the final episode.I recommend watching it for 85% of the show. If you're not attached to having a properly explainable and redemptive ending, then you may love the whole thing."
465,mayankchandel7,ONE OF FINEST SHOW - Squid Game,9/10,3 October 2021,"OUTSTANDING...Well after knowing about the hype I decided to watch it on weekend and now I am empty, speechless.The performance from main lead was so satisfying and real, the concept was creative and allow imagination, this is what we called perfect mind-boggling cinema and episode 6 will going to stay there for a long long time....
Must watch....
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
466,mayank-s-dwivedi,"A tale of human emotions, debt, and praiseworthy drama.",10/10,23 September 2021,"A fantastic tale of a group of humans, laden with debt, play games in the hope of winning cash prize.Great acting, interesting plot glues you to the series, from start to end.This is not just another play a game of death story.Squid game definitely raises the bar on drama and story telling.
                
                    4 out of 8 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
467,katharina-muellner,Not a new idea,7/10,10 October 2021,"An enjoyable watch, but personally I liked Alice in Borderland from last year better. Very similar idea, but more interesting games and characters.In squid game nothing really unexpected happened.And the dinner in the end reminded me very much of hunger games- which as well has more or less the same story.But all together still very solid an a 7 for me.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
468,RMBittner-777-930003,OTT Acting Spoils Intriguing Story,5/10,4 October 2021,"Maybe ""Train to Busan"" spoiled me with its naturalistic performances, but this series seems proud of characters that scream every line and act so over-the-top and hammy that it's ridiculous. I've sampled both the original Korean version as well as the English dubbed version, and both are equally guilty. Some of the leads are better than others, of course, but the hams overshadow them, making this feel oddly amateurish in places.
                
                    2 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
469,whiskeymovie,Could have been an 8 or 9,6/10,27 September 2021,"First, I will start by saying; this is NOT an original idea. It's been done dozens of times, especially in movies. Most recently The Hunt comes to mind, and I think I enjoyed that more.This was not a bad show, in fact the first episode really drew me in. Then they lost me with the next few episodes, but got back on track with the very strong episode 6. That's where they hit their stride.This show would have benefited greatly by making it 6 episodes instead of 9. It would have cut out all the superfluous story lines, like the organ harvesting, and based on the final episode, the whole Detective story line.I think if they just focused on the games and the people playing them (like episode 6), it would have solved some of the issues. I mean 6 games, 6 episodes. Makes sense.Oh, and I get that all of us Americans are fat, white, capitalist pigs, blah, blah, blah, but that hurt the story more than helped it. I wasn't offended by it, I just felt it didn't serve the story or stay authentic.I HATE watching dubbed, so I always watch subtitles, and it was just weird when all of a sudden everyone was speaking English. And yeah. I think they threw a Chinese guy and Russian guy into the VIP mix, but it just felt off.Then, the elephant in the final episode (not literally). But the ending. As someone who has dabbled in screenwriting, I had a feeling something was up with the old guy from the start. 001. Hmm? And then when you don't actually see him get shot I was like, yup, he's behind it. That's a fine ""twist"", but my God, his ""explanation"" was awful. And the fact he entered the game and wasn't killed by anyone or anything felt kind of far fetched. It's the kind of twist I felt like they came up with at the last minute.Then the whole Front Man/ Cop brother thing I saw coming too. But I wish I didn't as there was no resolution on it. Yeah, season 2 etc, but there should have been something that showed he was alive or something. I wasn't feeling that.And actually, the twist with the old man (for most people) was probably a major reveal and I felt like it could have been so much more dramatic or a much bigger reveal somehow as opposed Gi Hun just being like you're a bad man. And then they bet again and the old man dies happy because he made a friend and whatever? And that was the catalyst for Gi Hun to get a makeover to go to LA and go on RuPauls Darg Race, I mean finally do the right thing and go see his daughter? Which wasn't that his motivating factor all along? And then he just bails and is like, No. Katniss needs me as tribute and I'm going back to the Hunt to Survive the Game of the Hard Target Hunger Games Battle Royale style.And it kind of annoyed me at the end the card slap clip thing guy recognized Korean Annie Lennox from across the platform, hair color change and all, and just HAPPENED to be a train there for him to ""escape"" on. I guess that's another thing, just too much convince for the sake of plot. Like the guy being an expert at glass, or none of the guards noticed the one woman had to lighter to melt the Honeycomb?Also, what happened to the whole bit about the Morse code through cough? Was that just supposed to be the was 28 and 29 committed?And when the cop came in and was like, oh yeah, what was I doing yesterday? And the people jist answer him without being WTF?And last thing for me that kept it from getting a higher score, the ""rules"" kept seeming to change, depending on the episode and circumstances. I wasn't a huge fan of that.All in all, it was good, but could have been great.
                
            
                    5 out of 8 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
470,naifkhulaifi,Squid game best show in 2021?,10/10,26 September 2021,"First going into this I was hesitant it seemed like a typical portrayal of an indebted person doing anything to be free however it just kept getting better each episode. Every character was very important to how the story progresses and the acting was phenomenal expect for when the VIPs arrived. I really hope they decide to continue the show for a second season.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
471,ppde,Complete dark series. And no one would talk about it,7/10,6 October 2021,"Season 1 rated 8. 7 if they make another.This series expresses an aspect of Korean movie culture, which wants to show people in their worst poor helpless stateA recent Korean movie got so famous, and it showed how people live in home of others without getting detected. Similar kind of movies are something that Korean society seems to enjoy. Watch the destituteness helplessness of urban poor. It is not the VIPs that are making this game play and them enjoying it. It the well feed society of Korea that wants to enjoy others with lesser means of survival in our present capitalistic society getting ripped off the basic necessities for living. America has done it's part of making a society completely opposite of communist North. Completely filled with big shopping heaven, richness, laviousness, go to place to have plastic surgeries, so and soAsk yourself, what society would it be where large crowd would gather in a colosseum to watch gladiators killing each others right in front. People killing each other, getting killed and there it just one survivor. How cruel it is.Series showed that this game is played for many decades.. Seriously.. no flaws in it? Wasn't there Korean Bruce Lee or Rambo to save the day? All this years and no one detected it? Every year 455 dying on this earth and police didn't know or attempted to catch them?Rule of the game is if anyone wants to quit the game they will be eliminated. So don't people should know that elimination means being killed? It's only after round 1 does people know about it. Rules should be in essence clear and not be coded or with a duel meaning. Rule of rules is not followed. Round 1 was with so many unnecessary killings.One day before I read in news of best and topmost reputation from UK, that this series is getting more and more liked across nations. But there main topic in the news was that the English subtitles are not doing good justice to the excellent Korean dialogue. Again seriously.. Why would a English knower will be bothered about minor translation loss or miscommunication. We are watching it more then actually reading subtitles line by line. Many Korean who knows English well enough have to say this about subtitles. How will it affect? By getting better appreciation? Answer from me is no!Apart from it, the best thing is the setup of the games and the rooms. It seems that set production was one excellent piece of work. Perfection in the making feel that that's where a game should be played. The colors the dresser the clean act except of course by VIPs.I enjoyed the series but I am sorry, the meaning of Korean movie culture shows an aspect that is darker then one may think."
