Player Name,Season,Statistic,Variable,Value
Aaron Baddeley,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),298.89
Brendon de Jonge,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),287.061
Scott McCarron,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),286.4
Chris Couch,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),301.474
Greg Chalmers,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),275.117
Paul Stankowski,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),280.795
Tom Gillis,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),285.209
Luke Donald,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),279.725
Bio Kim,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),293.753
Trevor Immelman,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),293.16
Nathan Green,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),281.559
Ricky Barnes,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),288.899
James Driscoll,2011,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),288.701
J.B. Holmes,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),152.7
Dustin Johnson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),156.4
Robert Garrigus,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),156.6
Bubba Watson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),158.4
Steven Bowditch,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),160.2
Tag Ridings,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),162.3
Gary Woodland,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),162.4
Jhonattan Vegas,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),163.2
D.J. Trahan,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),163.3
Josh Teater,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),163.4
Adam Scott,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),164.4
Kyle Stanley,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),164.4
Martin Laird,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),164.6
Nick Watney,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),164.8
Charley Hoffman,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),164.9
Scott Piercy,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165
Scott Stallings,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165
Will Strickler,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.1
Harrison Frazar,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.2
Angel Cabrera,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.3
Jeff Overton,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.4
Alex Prugh,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.5
Bo Van Pelt,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.9
Jason Day,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),166.5
Davis Love III,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),166.6
Boo Weekley,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),166.9
Troy Matteson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),167.1
Ryan Palmer,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),167.3
Rickie Fowler,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),167.4
John Rollins,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),167.5
Tommy Gainey,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),167.8
Sergio Garcia,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),167.8
Chris Couch,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),167.9
Keegan Bradley,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168
Andres Romero,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.1
Kevin Chappell,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.2
Phil Mickelson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.2
Aaron Baddeley,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.4
Bill Haas,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.4
Tom Gillis,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.5
James Driscoll,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.7
Anthony Kim,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.7
Webb Simpson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.7
Jim Herman,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169
Michael Putnam,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.1
Joe Ogilvie,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.6
Kevin Streelman,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.7
Chris Stroud,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.8
John Merrick,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.9
Carl Pettersson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.9
Derek Lamely,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170
Jim Renner,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170
Zack Miller,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.5
Bio Kim,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.6
Chris Kirk,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.6
Steve Marino,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.6
Vijay Singh,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.8
Sean O'Hair,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.9
Kevin Stadler,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171
Cameron Tringale,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.1
Charles Howell III,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.2
Graeme McDowell,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.3
Martin Piller,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.3
Ricky Barnes,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.4
Bill Lunde,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.4
Joseph Bramlett,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.5
Matt Bettencourt,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.6
Marc Leishman,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.6
Jimmy Walker,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.6
Robert Karlsson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.7
David Hearn,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.9
Hunter Mahan,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172
George McNeill,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.2
Jonathan Byrd,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.3
Ernie Els,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.3
Bobby Gates,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.4
Padraig Harrington,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.4
Andres Gonzales,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.5
Brandt Jobe,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.5
Sung Kang,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.6
Michael Bradley,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.7
Billy Horschel,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.7
Michael Thompson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.7
Rory Sabbatini,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.9
Blake Adams,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173
Rod Pampling,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173
Tim Herron,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.1
Robert Allenby,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.3
Scott Gutschewski,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.3
William McGirt,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.3
Pat Perez,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.4
Brendan Steele,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.5
Roland Thatcher,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.6
Brandt Snedeker,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.7
Ben Crane,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.8
David Duval,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.8
Lucas Glover,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.8
Camilo Villegas,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.8
Lee Janzen,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174
Scott McCarron,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.3
Alexandre Rocha,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.3
Briny Baird,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.5
Jason Dufner,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.5
Kevin Kisner,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.5
Ben Martin,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.5
Chad Campbell,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.7
Matt Kuchar,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.8
Matt Jones,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.9
Geoff Ogilvy,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.3
John Senden,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.3
J.J. Henry,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.7
Freddie Jacobson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.7
Spencer Levin,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.7
Charl Schwartzel,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.7
Troy Merritt,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.9
Chez Reavie,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.9
Hunter Haas,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176
Trevor Immelman,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176
Ryan Moore,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176
D.J. Brigman,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.1
Ian Poulter,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.1
Jason Bohn,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.3
Heath Slocum,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.3
Cameron Beckman,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.4
Brendon de Jonge,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.6
Justin Hicks,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.6
Justin Rose,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.7
Stuart Appleby,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.8
Shane Bertsch,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.9
Fabian Gomez,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.9
Steve Stricker,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.9
Vaughn Taylor,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.9
Arjun Atwal,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.2
Y.E. Yang,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.3
Kris Blanks,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.6
Stewart Cink,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.6
D.A. Points,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.7
Retief Goosen,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.8
Steve Flesch,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.9
Matt McQuillan,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.1
Paul Stankowski,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.3
Charlie Wi,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.3
Ryuji Imada,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.5
Jarrod Lyle,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.6
Tim Petrovic,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.8
Mark Wilson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.8
Billy Mayfair,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.9
Stephen Ames,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179
Joe Durant,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179
Kent Jones,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179
Brian Davis,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.2
J.P. Hayes,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.2
Jim Furyk,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.4
Aron Price,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.5
Woody Austin,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.7
Steve Elkington,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.7
Nathan Green,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),179.9
Rich Beem,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),180.1
Shaun Micheel,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),180.4
Johnson Wagner,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181
Luke Donald,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.2
Colt Knost,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.3
David Toms,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.3
Garrett Willis,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.3
Chris DiMarco,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.4
Bryce Molder,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.4
Chris Riley,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.4
Jerry Kelly,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.6
Michael Connell,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.9
David Mathis,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.9
Kevin Na,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),181.9
Justin Leonard,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),182.1
Greg Chalmers,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),182.2
Zach Johnson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),182.4
Daniel Summerhays,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),182.4
K.J. Choi,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),182.5
Ben Curtis,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),183.1
Rocco Mediate,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),183.4
Nick O'Hern,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),183.5
Nate Smith,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),184.4
Alex Cejka,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),184.5
Paul Goydos,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),185.1
Marc Turnesa,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),185.1
Dean Wilson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),186.4
Brian Gay,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),186.5
Richard Johnson,2011,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),187.5
Rory McIlroy,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$8,047,952 "
Tiger Woods,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$6,649,825 "
Jason Dufner,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$5,628,304 "
Brandt Snedeker,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$5,309,739 "
Bubba Watson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$5,146,497 "
Keegan Bradley,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$4,895,408 "
Nick Watney,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$4,723,891 "
Zach Johnson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$4,691,244 "
Phil Mickelson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$4,621,321 "
Justin Rose,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$4,545,680 "
Hunter Mahan,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$4,161,693 "
Matt Kuchar,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$4,035,565 "
Ernie Els,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,990,618 "
Carl Pettersson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,916,656 "
Bo Van Pelt,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,908,509 "
Webb Simpson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,896,758 "
Jim Furyk,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,825,472 "
Dustin Johnson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,758,070 "
Robert Garrigus,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,729,530 "
Steve Stricker,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,667,521 "
Louis Oosthuizen,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,650,995 "
Luke Donald,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,587,024 "
Graeme McDowell,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,561,779 "
Rickie Fowler,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,345,459 "
Scott Piercy,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,219,205 "
Lee Westwood,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,206,569 "
Ian Poulter,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,167,521 "
Adam Scott,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$3,114,557 "
Ryan Moore,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,858,944 "
John Huh,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,752,713 "
Ben Curtis,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,604,153 "
Bill Haas,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,553,951 "
Sergio Garcia,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,510,116 "
Kyle Stanley,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,496,357 "
Johnson Wagner,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,305,007 "
Brendon de Jonge,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,280,252 "
Jonas Blixt,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,255,695 "
Martin Laird,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,233,483 "
Mark Wilson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,184,780 "
Padraig Harrington,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,146,272 "
Kevin Na,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,132,443 "
Marc Leishman,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,056,761 "
John Senden,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$2,053,151 "
Matt Every,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,972,166 "
Charlie Wi,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,912,397 "
Bud Cauley,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,851,979 "
Peter Hanson,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,825,971 "
Ben Crane,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,788,365 "
Vijay Singh,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,726,305 "
Seung-Yul Noh,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,716,751 "
Jimmy Walker,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,684,919 "
Sean O'Hair,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,665,981 "
David Toms,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,658,428 "
Jeff Overton,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,642,670 "
Jonathan Byrd,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,616,789 "
Kevin Stadler,2012,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$1,602,536 "
