rank,Game,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,Area Control,Dice Rolling,Variable Player Powers,Partnerships,Set Collection,Hand Management,Deck,Tile Placement,Simulation,Storytelling,Memory,Player Elimination,Role Playing,Press Your Luck,owned,category,Environmental,Medical,Card Game,Civilization,Economic,Fantasy,Puzzle,TV/Movie/Radio,War,Horror,Murder/Mystery,Party Game,Trivia,Racing,Territory Building,Adventure,Dice
1751,Midgard,3,5,60,60,60,2007,6.62702,6.06985,964,12,"Area Control / Area Influence, Card Drafting, Hand Management, Memory, Set Collection",1,0,0,0,1,1,0,0,0,0,1,0,0,0,1182,"Medieval, Mythology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,Get Bit!,3,6,20,20,20,2007,6.20333,6.06981,4508,7,"Hand Management, Player Elimination, Simultaneous Action Selection",0,0,0,0,0,1,0,0,0,0,0,1,0,0,7653,"Animals, Bluffing, Racing",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1753,Clockwork Wars,2,4,90,90,90,2015,7.84036,6.06973,331,13,"Area Control / Area Influence, Modular Board, Secret Unit Deployment, Variable Player Powers, Worker Placement",1,0,1,0,0,0,0,0,0,0,0,0,0,0,779,"Civilization, Fantasy, Territory Building, Wargame",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1754,Breaking Away,2,9,90,60,90,1991,7.35796,6.06892,413,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,"Abstract Strategy, Racing, Sports",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1755,Grifters,2,4,30,30,30,2015,7.00175,6.06877,646,14,"Deck / Pool Building, Hand Management, Set Collection, Take That",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1474,"Card Game, Mafia",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,Billabong,2,4,30,30,30,1995,6.8464,6.06822,682,10,Grid Movement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,"Abstract Strategy, Animals, Racing",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1757,Panzer Leader,2,2,90,90,90,1974,6.55632,6.06803,1346,12,"Dice Rolling, Hex-and-Counter, Modular Board",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3231,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1758,Richelieu,2,2,45,45,45,2003,6.6479,6.06781,938,12,"Card Drafting, Set Collection",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1127,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,King & Assassins,2,2,30,30,30,2013,7.05219,6.06733,590,10,"Action Point Allowance System, Grid Movement, Secret Unit Deployment, Variable Player Powers",0,0,1,0,0,0,0,0,0,0,0,0,0,0,727,"Bluffing, Medieval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,Formula Motor Racing,3,6,20,20,20,1995,6.39606,6.06646,1707,8,"Dice Rolling, Hand Management",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1983,"Card Game, Dice, Racing",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1761,Quests of Valeria,1,5,45,20,45,2017,7.15605,6.0663,515,14,"Card Drafting, Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1707,"Card Game, Fantasy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1762,Confucius,3,5,100,100,100,2008,6.8697,6.06623,658,12,"Action Point Allowance System, Area Control / Area Influence",1,0,0,0,0,0,0,0,0,0,0,0,0,0,811,Political,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,Rockwell,2,4,90,90,90,2013,7.32725,6.06605,442,14,"Area Control / Area Influence, Area Movement, Modular Board, Worker Placement",1,0,0,0,0,0,0,0,0,0,0,0,0,0,850,"Economic, Exploration, Industry / Manufacturing, Number",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1764,King Me!,3,6,30,30,30,2004,6.37554,6.06594,1873,8,Voting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,"Bluffing, Deduction, Renaissance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,SPQR,2,2,240,240,240,1992,7.36633,6.06523,428,13,Hex-and-Counter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,"Ancient, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1766,Rail Baron,3,6,240,240,240,1977,6.56083,6.06515,1385,10,Roll / Spin and Move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151,"Economic, Trains, Transportation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1767,Zug um Zug: Deutschland,2,5,60,30,60,2012,7.80054,6.06499,335,8,"Hand Management, Route/Network Building, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,711,"Trains, Travel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,Wings of Glory: WW1 Rules and Accessories Pack,2,99,30,30,30,2012,8.05609,6.06497,327,13,"Action / Movement Programming, Simulation, Simultaneous Action Selection",0,0,0,0,0,0,0,0,1,0,0,0,0,0,803,"Aviation / Flight, Card Game, Miniatures, Wargame, World War I",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1769,Entdecker,2,4,60,60,60,1996,6.50565,6.0646,1240,10,"Area Control / Area Influence, Modular Board, Tile Placement",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1911,Exploration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,Bus,3,5,120,120,120,1999,6.86954,6.06433,662,14,"Pick-up and Deliver, Worker Placement",0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,Star Trek: Expeditions,1,4,60,60,60,2011,6.52365,6.06395,1306,14,"Co-operative Play, Variable Player Powers",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2353,"Adventure, Movies / TV / Radio theme, Science Fiction, Space Exploration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1772,Deadwood,2,5,60,60,60,2011,6.43466,6.06326,1523,13,"Dice Rolling, Worker Placement",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2600,"American West, City Building",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,Streetcar,2,5,60,60,60,1995,6.45936,6.0632,1352,10,"Route/Network Building, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1957,"Racing, Trains, Transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1774,Shanghaien,2,2,20,20,20,2008,6.61962,6.06249,1002,8,"Dice Rolling, Set Collection",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1119,Pirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,Pinochle,2,4,45,45,45,1904,6.80069,6.06118,779,10,"Auction/Bidding, Trick-taking",0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,Resident Evil Deck Building Game,1,4,30,30,30,2010,6.53083,6.06117,1506,13,"Card Drafting, Deck / Pool Building, Variable Player Powers",0,0,1,0,0,0,1,0,0,0,0,0,0,0,2519,"Card Game, Horror, Video Game Theme, Zombies",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1777,Masques,2,4,45,45,45,2010,6.57818,6.06089,1121,13,"Area Control / Area Influence, Card Drafting, Hand Management, Memory",1,0,0,0,0,1,0,0,0,0,1,0,0,0,2321,"Card Game, Political, Renaissance",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,Origin,2,4,60,45,60,2013,6.80932,6.06059,727,8,"Area Control / Area Influence, Area Movement, Hand Management, Set Collection",1,0,0,0,1,1,0,0,0,0,0,0,0,0,1380,"Exploration, Prehistoric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,PAX,1,4,30,30,30,2011,6.82674,6.06006,686,10,"Area Control / Area Influence, Card Drafting, Hand Management, Set Collection",1,0,0,0,1,1,0,0,0,0,0,0,0,0,934,"Ancient, Card Game",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,504,2,4,120,30,120,2015,6.55795,6.05978,1069,12,"Area Control / Area Influence, Area Enclosure, Area Movement, Auction/Bidding, Commodity Speculation, Dice Rolling, Grid Movement, Hex-and-Counter, Modular Board, Pick-up and Deliver, Player Elimination, Point to Point Movement, Route/Network Building, Set Collection, Stock Holding, Take That, Tile Placement, Variable Phase Order",1,1,0,0,1,0,0,1,0,0,0,1,0,0,2559,"Abstract Strategy, Animals, City Building, Economic, Exploration, Farming, Industry / Manufacturing, Racing, Territory Building, Transportation, Travel",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1781,Axis & Allies Naval Miniatures: War at Sea,2,2,60,60,60,2007,6.98628,6.05975,680,12,"Dice Rolling, Grid Movement",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1106,"Collectible Components, Dice, Miniatures, Nautical, Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1782,Was sticht?,3,4,60,60,60,1993,6.96018,6.05932,573,12,"Card Drafting, Trick-taking",0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,"Card Game, Deduction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,Chaosmos,2,4,90,60,90,2015,7.10951,6.05922,575,12,"Action Point Allowance System, Card Drafting, Dice Rolling, Hand Management, Memory, Modular Board, Point to Point Movement, Time Track, Trading, Variable Player Powers",0,1,1,0,0,1,0,0,0,0,1,0,0,0,1115,"Adventure, Bluffing, Deduction, Exploration, Fighting, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1784,Fresh Fish,2,5,60,60,60,1997,6.66189,6.05919,850,12,Tile Placement,0,0,0,0,0,0,0,1,0,0,0,0,0,0,833,City Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,Ruse & Bruise,2,6,30,30,30,2006,6.43059,6.05818,1571,8,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138,"Card Game, Medieval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,Terra Nova,2,4,45,45,45,2006,6.42053,6.05769,1474,10,"Area Control / Area Influence, Area Enclosure, Grid Movement",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,"Abstract Strategy, Territory Building",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1787,Fortress America,2,4,150,150,150,2012,6.91787,6.05736,671,0,"Area Movement, Dice Rolling",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015,"Science Fiction, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1788,Neuroshima: Convoy,2,2,40,30,40,2012,6.87707,6.05687,689,10,"Area Movement, Hand Management, Take That",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1835,"Card Game, Fighting, Science Fiction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,Malifaux,2,2,0,0,0,2009,7.60016,6.05655,374,0,"Hand Management, Variable Player Powers",0,0,1,0,0,1,0,0,0,0,0,0,0,0,716,"Collectible Components, Horror, Miniatures",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1790,Mogel Motte,3,5,30,30,30,2011,6.51945,6.05636,1218,7,Hand Management,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2242,"Action / Dexterity, Card Game",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,Dragonwood,2,4,20,20,20,2015,6.91798,6.05576,703,8,"Dice Rolling, Hand Management, Set Collection",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1704,"Adventure, Card Game, Dice, Fantasy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1792,Eggs and Empires,2,6,25,25,25,2014,6.84088,6.05557,674,8,"Auction/Bidding, Hand Management, Simultaneous Action Selection",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1226,"Bluffing, Card Game, Deduction, Fantasy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1793,Dust,2,6,240,240,240,2007,6.48664,6.0554,1319,12,"Area Control / Area Influence, Dice Rolling, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers",1,1,1,0,0,0,0,0,0,0,0,0,0,0,2419,"Miniatures, Science Fiction, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1794,Conquest of the Fallen Lands,3,5,90,90,90,2005,6.82677,6.05508,725,10,"Area Enclosure, Modular Board",0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,"Fantasy, Medieval",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1795,The Builders: Antiquity,2,4,30,30,30,2015,6.91182,6.05436,618,10,"Action Point Allowance System, Card Drafting, Set Collection",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1349,"Ancient, City Building",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,Abraca...what?,2,5,30,20,30,2014,6.62941,6.05399,948,8,Memory,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1262,Deduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,BATTALIA: The Creation,2,4,180,60,180,2015,7.86271,6.05383,528,13,"Area Control / Area Influence, Area Movement, Deck / Pool Building, Modular Board, Tile Placement",1,0,0,0,0,0,1,1,0,0,0,0,0,0,970,"Card Game, Civilization, Fantasy, Miniatures, Territory Building",0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1798,Outfoxed,2,4,15,15,15,2014,7.26287,6.05332,447,5,"Co-operative Play, Dice Rolling, Memory",0,1,0,0,0,0,0,0,0,0,1,0,0,0,996,"Children's Game, Deduction, Dice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1799,Chrononauts,1,6,30,30,30,2000,6.22688,6.0532,4614,11,"Hand Management, Modular Board, Press Your Luck",0,0,0,0,0,1,0,0,0,0,0,0,0,0,7354,"Bluffing, Card Game, Deduction, Educational, Political, Science Fiction, World War I, World War II",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1800,Courtier,2,4,45,45,45,2012,6.71729,6.05317,799,10,"Area Control / Area Influence, Card Drafting, Hand Management, Variable Player Powers",1,0,1,0,0,1,0,0,0,0,0,0,0,0,1307,"Card Game, Renaissance, Territory Building",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1801,Rook,2,6,45,45,45,1906,6.37651,6.05311,1971,8,"Auction/Bidding, Card Drafting, Hand Management, Partnerships, Trick-taking",0,0,0,1,0,1,0,0,0,0,0,0,0,0,5386,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,Khronos,2,5,90,90,90,2006,6.38802,6.05308,1599,10,"Area Control / Area Influence, Hand Management, Tile Placement",1,0,0,0,0,1,0,1,0,0,0,0,0,0,2285,"City Building, Fantasy, Medieval, Territory Building",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1803,War of 1812,2,2,90,90,90,1973,6.99476,6.0523,582,12,"Dice Rolling, Point to Point Movement, Secret Unit Deployment",0,1,0,0,0,0,0,0,0,0,0,0,0,0,974,"American Indian Wars, Napoleonic, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1804,Incíïmodos Invitados,2,8,75,45,75,2016,7.94821,6.05162,313,12,"Card Drafting, Hand Management, Trading",0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,"Card Game, Deduction, Humor, Movies / TV / Radio theme, Murder/Mystery",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1805,Polarity,2,4,20,20,20,1986,6.40751,6.05145,1610,8,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,"Abstract Strategy, Action / Dexterity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,Keltis: Das Orakel,2,4,30,30,30,2010,6.98572,6.05105,560,10,"Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,781,"Card Game, Racing",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1807,Close Action,2,30,240,240,240,1997,7.82421,6.04936,325,12,"Action / Movement Programming, Simultaneous Action Selection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,"Age of Reason, American Revolutionary War, Napoleonic, Nautical, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1808,Dungeons & Dragons: Attack Wing,2,99,30,30,30,2014,7.47261,6.04914,437,14,"Action / Movement Programming, Dice Rolling, Simultaneous Action Selection",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1352,"Aviation / Flight, Collectible Components, Fantasy, Miniatures",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1809,Dungeon Roll,1,4,15,15,15,2013,6.18083,6.04911,5770,8,"Dice Rolling, Hand Management, Press Your Luck, Variable Player Powers",0,1,1,0,0,1,0,0,0,0,0,0,0,0,11328,"Dice, Fantasy, Fighting",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1810,Dutch Blitz,2,4,15,1,15,1960,6.55291,6.04826,1224,8,Pattern Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547,"Card Game, Real-time",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,Bullfrogs,2,4,40,20,40,2015,7.00475,6.04825,608,8,"Action Point Allowance System, Area Control / Area Influence, Hand Management, Modular Board",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1335,"Abstract Strategy, Animals, Card Game",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,Triumvirate,2,2,15,15,15,2009,6.773,6.04815,703,12,"Card Drafting, Trick-taking",0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,"Ancient, Bluffing, Card Game, Deduction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,Canterbury,2,4,90,90,90,2013,7.01794,6.04769,549,10,"Area Control / Area Influence, Tile Placement",1,0,0,0,0,0,0,1,0,0,0,0,0,0,879,"City Building, Medieval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,Fische Fluppen Frikadellen,2,5,90,90,90,2002,6.6185,6.04729,923,10,Pick-up and Deliver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,Economic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1815,Roll Through the Ages: The Iron Age,1,4,60,40,60,2014,6.75137,6.04651,739,10,"Dice Rolling, Press Your Luck",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1520,"Ancient, City Building, Civilization, Dice",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1816,Limes,1,2,20,20,20,2014,6.93453,6.04647,591,8,"Pattern Building, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1085,"Card Game, City Building, Puzzle",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1817,Ruhrschifffahrt 1769-1890,2,4,120,120,120,2012,7.32977,6.04619,398,12,"Pick-up and Deliver, Worker Placement",0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,"Economic, Industry / Manufacturing, Nautical, Transportation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1818,NOIR: Deductive Mystery Game,2,9,5,5,5,2012,6.68451,6.04615,845,8,"Secret Unit Deployment, Variable Player Powers",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2088,"Deduction, Murder/Mystery, Spies/Secret Agents",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1819,Near and Far,2,4,120,60,120,2017,8.16136,6.04591,258,13,"Card Drafting, Dice Rolling, Route/Network Building, Set Collection, Storytelling, Variable Player Powers, Worker Placement",0,1,1,0,1,0,0,0,0,1,0,0,0,0,1494,"Adventure, Exploration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1820,Opera,2,4,90,90,90,2009,6.65089,6.04585,924,12,"Auction/Bidding, Commodity Speculation, Set Collection, Time Track, Trading, Variable Phase Order",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1126,"Age of Reason, Economic, Music, Renaissance",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1821,Quebec 1759,2,2,60,60,60,1972,6.93239,6.0458,617,12,"Dice Rolling, Point to Point Movement, Secret Unit Deployment",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1108,"Age of Reason, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1822,Ice Flow,2,4,45,45,45,2008,6.4559,6.04579,1312,11,"Point to Point Movement, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1598,"Adventure, Animals, Puzzle, Racing, Travel",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1823,Bezzerwizzer,2,4,45,45,45,2007,6.40179,6.04507,1738,14,"Betting/Wagering, Simultaneous Action Selection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2956,"Party Game, Trivia",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1824,The Mines of Zavandor,2,4,90,45,90,2010,6.63799,6.04493,868,10,"Auction/Bidding, Trading",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1825,Dos Rios,2,4,70,70,70,2004,6.47497,6.04492,1228,12,"Action Point Allowance System, Modular Board",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,"Economic, Territory Building",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1826,Take 5!,2,6,60,60,60,1998,6.42613,6.04371,1425,10,"Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,2411,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,Pi mal Pflaumen,3,5,40,30,40,2015,6.67855,6.0426,784,8,"Set Collection, Trick-taking",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1251,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,Municipium,2,4,60,60,60,2008,6.75097,6.0422,708,10,"Area Control / Area Influence, Point to Point Movement, Set Collection",1,0,0,0,1,0,0,0,0,0,0,0,0,0,919,Ancient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,W1815,2,2,20,15,20,2015,7.58371,6.04195,350,14,"Dice Rolling, Simulation, Variable Player Powers",0,1,1,0,0,0,0,0,1,0,0,0,0,0,590,"Napoleonic, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1830,Catan Histories: Struggle for Rome,3,4,120,120,120,2006,6.46588,6.04133,1217,10,"Area Movement, Trading",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,"Ancient, Civilization",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,Sentinel Tactics: The Flame of Freedom,2,8,45,45,45,2014,6.93518,6.04029,608,13,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Variable Player Powers",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1806,"Comic Book / Strip, Miniatures",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,Advanced Heroquest,1,5,120,120,120,1989,6.68287,6.04018,1004,10,"Co-operative Play, Modular Board, Role Playing, Variable Player Powers",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1918,"Adventure, Exploration, Fantasy, Fighting, Miniatures",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1833,Wicked Witches Way,2,6,30,30,30,2006,6.43807,6.04001,1345,8,"Card Drafting, Dice Rolling, Memory, Pattern Recognition, Simultaneous Action Selection",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1804,"Dice, Fantasy, Humor, Memory, Racing, Real-time",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1834,Robo Rally (2016),2,6,120,20,120,2016,7.46647,6.03962,402,12,"Action / Movement Programming, Grid Movement, Modular Board, Simultaneous Action Selection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,"Miniatures, Racing, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1835,Micro Mutants: Evolution,2,4,30,30,30,2007,6.67248,6.0394,843,10,"Dice Rolling, Player Elimination, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,1,0,0,1450,"Action / Dexterity, Animals, Children's Game, Fighting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,Augsburg 1520,2,5,75,25,75,2006,6.47224,6.03917,1160,12,Auction/Bidding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,"Economic, Medieval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1837,Uchronia,2,5,60,45,60,2012,6.58665,6.03852,951,14,"Card Drafting, Hand Management, Set Collection, Variable Phase Order",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1665,"Ancient, Card Game, City Building, Prehistoric",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,Russian Front,2,2,1200,1200,1200,1985,7.13347,6.03738,562,12,"Dice Rolling, Hex-and-Counter, Simulation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1242,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1839,Pixel Tactics 3,2,2,30,30,30,2014,7.28407,6.0371,423,12,"Hand Management, Variable Player Powers",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1740,"Card Game, Fantasy, Fighting, Video Game Theme",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1840,Caesar at Alesia,2,4,360,360,360,1976,7.09843,6.03686,526,12,"Dice Rolling, Hex-and-Counter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1146,"Ancient, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1841,Heartland,2,5,60,45,60,2009,6.84092,6.03668,620,8,"Area Enclosure, Hand Management, Pattern Building, Tile Placement",0,0,0,0,0,1,0,1,0,0,0,0,0,0,743,"Animals, Farming, Territory Building",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1842,Munchkin Cthulhu,3,6,90,90,90,2007,6.28364,6.03637,3910,10,"Dice Rolling, Trading, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,8017,"Card Game, Fighting, Horror, Humor",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1843,World at War: Blood and Bridges,2,2,90,90,90,2008,7.68725,6.03635,363,0,"Chit-Pull System, Dice Rolling, Hex-and-Counter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,811,"Modern Warfare, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1844,Cards Against Humanity,4,30,30,30,30,2009,6.20019,6.03633,14355,17,"Hand Management, Simultaneous Action Selection",0,0,0,0,0,1,0,0,0,0,0,0,0,0,23475,"Card Game, Humor, Mature / Adult, Party Game, Print & Play",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1845,If Wishes Were Fishes!,2,5,45,45,45,2007,6.52825,6.0361,1073,10,"Area Control / Area Influence, Card Drafting, Commodity Speculation, Hand Management",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1255,Animals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
