Summons Number,Issue Date,Violation Code,Violation Location,Violation Precinct,Violation Time,House Number,Street Name,Intersecting Street,City & State
8701817759,1/14/2019,40,90,90,1026A,W,Wythe Ave,22ft N/of S 4th St,"Brooklyn, NY"
8725067242,1/12/2019,21,88,88,0437A,N,Park Ave,250ft E/of Navy St,"Brooklyn, NY"
8611718501,1/14/2019,40,90,90,0857P,N,Ross St,25ft E/of Bedford Av,"Brooklyn, NY"
8533532520,1/11/2019,71,90,90,1202P,S,Marcy Ave,25ft E/of Broadway,"Brooklyn, NY"
8668549492,1/11/2019,21,83,83,0100P,S,George St,25ft E/of Central Av,"Brooklyn, NY"
8668548967,1/11/2019,21,83,83,0826A,S,Hart St,25ft E/of Central Av,"Brooklyn, NY"
8723757231,1/11/2019,40,94,94,0915A,E,West St,25ft N/of Java St,"Brooklyn, NY"
8686776577,1/11/2019,21,90,90,0301A,E,Kent Ave,25ft N/of Keap St,"Brooklyn, NY"
8696033474,1/12/2019,71,88,88,1050A,E,Rockwell Pl,25ft N/of Lafayette,"Brooklyn, NY"
8634762981,1/12/2019,40,79,79,0741A,E,Marcy Ave,25ft N/of Park Ave,"Brooklyn, NY"
8598239630,1/14/2019,71,83,83,1201P,E,Stockholm St,25ft N/of Stanhope S,"Brooklyn, NY"
8598239628,1/14/2019,21,83,83,1200P,E,Stockholm St,25ft N/of Stanhope S,"Brooklyn, NY"
8676197090,1/14/2019,21,90,90,1106A,W,Marcy Ave,25ft S/of Division A,"Brooklyn, NY"
8693327367,1/14/2019,40,83,83,0429P,E,Wyckoff Ave,25ft S/of Madison St,"Brooklyn, NY"
8533532532,1/11/2019,71,90,90,1227P,W,S 5th St,25ft S/of Marcy Ave,"Brooklyn, NY"
8693326673,1/11/2019,16,88,88,0251P,W,Ashland Pl,25ft S/of Myrtle Ave,"Brooklyn, NY"
8598239641,1/14/2019,21,83,83,1203P,E,Stockholm St,25ft S/of Stanhope S,"Brooklyn, NY"
8694640399,1/12/2019,14,90,90,1013A,S,Debevoise St,25ft W/of Graham Ave,"Brooklyn, NY"
8709666941,1/14/2019,40,83,83,1124A,N,Putnam Ave,25ft W/of Irving Ave,"Brooklyn, NY"
8578348722,1/14/2019,14,90,90,0408P,S,S 5th St,25ft W/of Marcy Ave,"Brooklyn, NY"
8535588760,1/14/2019,21,81,81,1131A,S,Stuyvesant Ave,25ft W/of Monroe St,"Brooklyn, NY"
8705972577,1/12/2019,20,94,94,1025A,S,Eckford St,25ft W/of Norman Ave,"Brooklyn, NY"
8676196230,1/11/2019,21,90,90,1115A,S,Division Ave,25ft W/of Rodney St,"Brooklyn, NY"
8696514889,1/14/2019,21,79,79,0845A,N,Herkimer St,25ft W/of St Andrews,"Brooklyn, NY"
8709667222,1/14/2019,71,83,83,0223P,N,Schaefer St,25ft W/of Wyckoff Av,"Brooklyn, NY"
8701817700,1/14/2019,21,90,90,0925A,N,S 5th St,2ft E/of Bedford Ave,"Brooklyn, NY"
8701817607,1/14/2019,71,90,90,0857A,N,S 5th St,2ft E/of Bedford Ave,"Brooklyn, NY"
8699772660,1/12/2019,53,94,94,1237P,S,Meeker Ave,2ft E/of Monitor St,"Brooklyn, NY"
8670484493,1/14/2019,40,90,90,1008A,S,S 8th St,2ft W/of Bedford Ave,"Brooklyn, NY"
8726817317,1/14/2019,20,83,83,0402P,N,George St,2ft W/of Evergreen A,"Brooklyn, NY"
8578348357,1/11/2019,20,79,79,0602P,S,Herkimer St,2ft W/of Herkimer Ct,"Brooklyn, NY"
8600385684,1/14/2019,20,79,79,0340P,N,Herkimer St,2ft W/of Herkimer Ct,"Brooklyn, NY"
8699772117,1/11/2019,21,94,94,0737A,N,Calyer St,2ft W/of Manhattan A,"Brooklyn, NY"
8725067254,1/12/2019,21,88,88,0438A,N,Park Ave,300ft E/of Navy St,"Brooklyn, NY"
8711162703,1/11/2019,74,79,79,0824A,N,Myrtle Ave,300ft E/of Nostrand,"Brooklyn, NY"
8711162697,1/11/2019,21,79,79,0822A,S,Myrtle Ave,300ft E/of Nostrand,"Brooklyn, NY"
8711162740,1/11/2019,20,79,79,0854A,E,Marcus Garvey Blvd,300ft N/of Ellery St,"Brooklyn, NY"
8725068362,1/14/2019,46,90,90,1002A,W,Humboldt St,300ft S/of Varet St,"Brooklyn, NY"
8715573965,1/12/2019,71,83,83,0916A,N,Melrose St,30ft E/of Broadway,"Brooklyn, NY"
8715573953,1/12/2019,14,83,83,0915A,N,Melrose St,30ft E/of Broadway,"Brooklyn, NY"
8699568400,1/14/2019,20,79,79,0948A,N,Herkimer St,30ft E/of Herkimer C,"Brooklyn, NY"
8723263386,1/12/2019,38,83,83,0916A,S,Himrod St,30ft E/of Knickerboc,"Brooklyn, NY"
8723263349,1/12/2019,38,83,83,0908A,N,Harman St,30ft E/of Knickerboc,"Brooklyn, NY"
8723263337,1/12/2019,38,83,83,0907A,S,Harman St,30ft E/of Knickerboc,"Brooklyn, NY"
8650344781,1/12/2019,38,83,83,0100P,S,Stockholm St,30ft E/of Knickerboc,"Brooklyn, NY"
8723263374,1/12/2019,38,83,83,0915A,N,Himrod St,30ft E/of Knickerboc,"Brooklyn, NY"
8705075865,1/14/2019,70,90,90,0349P,S,S 9th St,30ft E/of Marcy Ave,"Brooklyn, NY"
8681882375,1/14/2019,40,90,90,0245P,S,Throop Ave,30ft E/of Middleton,"Brooklyn, NY"
8580211797,1/12/2019,14,88,88,0127P,N,Myrtle Ave,30ft E/of Navy St,"Brooklyn, NY"
8723263052,1/11/2019,21,90,90,1108A,S,Whipple St,30ft E/of Throop Ave,"Brooklyn, NY"
8725657471,1/12/2019,40,83,83,1115A,W,Stanhope St,30ft N/of Bushwick A,"Brooklyn, NY"
8723262746,1/11/2019,21,90,90,0839A,E,Humboldt St,30ft N/of Debevoise,"Brooklyn, NY"
8723262722,1/11/2019,21,90,90,0831A,E,Beaver St,30ft N/of Ellery St,"Brooklyn, NY"
8723262734,1/11/2019,20,90,90,0835A,W,Beaver St,30ft N/of Ellery St,"Brooklyn, NY"
8711163239,1/14/2019,21,88,88,1144A,W,Cambridge Pl,30ft N/of Gates Ave,"Brooklyn, NY"
8580560445,1/12/2019,20,94,94,1208P,W,Kent Ave,30ft N/of Metropolit,"Brooklyn, NY"
8579222102,1/14/2019,20,94,94,0822A,E,Berry St,30ft N/of N 4th St,"Brooklyn, NY"
8705075105,1/11/2019,21,94,94,1139A,W,Meeker Ave,30ft N/of N 7th St,"Brooklyn, NY"
8686776590,1/11/2019,21,90,90,0305A,E,Kent Ave,30ft N/of Rodney St,"Brooklyn, NY"
8714728989,1/14/2019,19,90,90,0833P,E,Wythe Ave,30ft N/of Ross St,"Brooklyn, NY"
8650345001,1/14/2019,17,88,88,0124P,W,Fleet Pl,30ft N/of Willoughby,"Brooklyn, NY"
8594441125,1/14/2019,40,90,90,0517P,E,Park Ave,30ft S/of Bedford Av,"Brooklyn, NY"
8705074885,1/11/2019,19,90,90,0819A,W,Wythe Ave,30ft S/of Grand St,"Brooklyn, NY"
8705074836,1/11/2019,21,94,94,0809A,E,Wythe Ave,30ft S/of N 6th St,"Brooklyn, NY"
8705075087,1/11/2019,21,94,94,1137A,W,Meeker Ave,30ft S/of N 7th St,"Brooklyn, NY"
8638198991,1/11/2019,84,94,94,1229P,W,Driggs Ave,30ft S/of N 9th St,"Brooklyn, NY"
8638198980,1/11/2019,19,94,94,1227P,W,Driggs Ave,30ft S/of N 9th St,"Brooklyn, NY"
8691641540,1/13/2019,19,79,79,0715A,E,Bedford Ave,30ft S/of Park Ave,"Brooklyn, NY"
8692648991,1/12/2019,62,88,88,1207P,E,Fleet Pl,30ft S/of Willoughby,"Brooklyn, NY"
8692648980,1/12/2019,62,88,88,1204P,E,Fleet Pl,30ft S/of Willoughby,"Brooklyn, NY"
8692649508,1/13/2019,62,88,88,1238P,E,Ashland Pl,30ft S/of Willoughby,"Brooklyn, NY"
8692649417,1/13/2019,62,88,88,1116A,E,Fleet Pl,30ft S/of Willoughby,"Brooklyn, NY"
8692649405,1/13/2019,62,88,88,1114A,E,Fleet Pl,30ft S/of Willoughby,"Brooklyn, NY"
8692649399,1/13/2019,62,88,88,1112A,E,Fleet Pl,30ft S/of Willoughby,"Brooklyn, NY"
8708936353,1/14/2019,21,79,79,0849A,W,Kent Ave,30ft S/of Willoughby,"Brooklyn, NY"
8725657197,1/12/2019,20,83,83,0848A,E,Stanhope St,30ft S/of Wyckoff Av,"Brooklyn, NY"
8692649958,1/14/2019,40,90,90,0252P,N,Scholes St,30ft W/of Bogart St,"Brooklyn, NY"
8696033360,1/12/2019,40,83,83,0726A,N,Schaefer St,30ft W/of Bushwick A,"Brooklyn, NY"
8723263027,1/11/2019,21,90,90,1014A,S,Varet St,30ft W/of Graham Ave,"Brooklyn, NY"
8723263441,1/12/2019,38,83,83,0929A,S,Stockholm St,30ft W/of Knickerboc,"Brooklyn, NY"
8723263404,1/12/2019,38,83,83,0921A,N,Stanhope St,30ft W/of Knickerboc,"Brooklyn, NY"
8723263362,1/12/2019,38,83,83,0912A,N,Himrod St,30ft W/of Knickerboc,"Brooklyn, NY"
8650344987,1/12/2019,38,83,83,0419P,N,Stockholm St,30ft W/of Knickerboc,"Brooklyn, NY"
8723263350,1/12/2019,38,83,83,0910A,N,Harman St,30ft W/of Knickerboc,"Brooklyn, NY"
8723264019,1/14/2019,21,83,83,1214P,N,Jefferson St,30ft W/of Knickerboc,"Brooklyn, NY"
8724655697,1/14/2019,21,94,94,1152A,S,Meeker Ave,30ft W/of Manhattan,"Brooklyn, NY"
8666704007,1/14/2019,40,79,79,0702P,S,Park Ave,30ft W/of Nostrand A,"Brooklyn, NY"
8702772942,1/14/2019,21,94,94,1220P,N,Maspeth Ave,30ft W/of Olive St,"Brooklyn, NY"
8723263106,1/11/2019,21,90,90,1117A,S,Gerry St,30ft W/of Throop Ave,"Brooklyn, NY"
8723758302,1/14/2019,70,83,83,0223P,N,Schaefer St,30ft W/of Wyckoff Av,"Brooklyn, NY"
8701817218,1/11/2019,14,90,90,0859A,N,S 4th St,35ft E/of Kent Ave,"Brooklyn, NY"
8538174186,1/11/2019,16,94,94,0317P,S,N 5th St,35ft E/of Wythe Ave,"Brooklyn, NY"
8692595214,1/14/2019,20,94,94,0323P,E,Provost St,35ft N/of Eagle St,"Brooklyn, NY"
8692595202,1/14/2019,70,94,94,0322P,E,Provost St,35ft N/of Eagle St,"Brooklyn, NY"
8676197106,1/14/2019,21,90,90,1107A,W,Marcy Ave,35ft S/of Division A,"Brooklyn, NY"
8668399925,1/14/2019,16,79,79,1135A,W,Spencer St,35ft S/of Myrtle Ave,"Brooklyn, NY"
8668399913,1/14/2019,70,79,79,1134A,W,Spencer St,35ft S/of Myrtle Ave,"Brooklyn, NY"
8723263477,1/12/2019,38,83,83,0942A,S,Hart St,35ft W/of Knickerboc,"Brooklyn, NY"
8676738415,1/12/2019,37,94,94,0108P,S,Milton St,35ft W/of Manhattan,"Brooklyn, NY"
8717800961,1/14/2019,70,79,79,0605P,S,Stanley Ave,35ft W/of Shepherd A,"Brooklyn, NY"
8717800950,1/14/2019,66,79,79,0603P,S,Stanley Ave,35ft W/of Shepherd A,"Brooklyn, NY"
8535587263,1/11/2019,20,90,90,0719A,S,Marcy Ave,35ft W/of Walton St,"Brooklyn, NY"
8579959615,1/12/2019,14,88,88,1205P,E,Cumberland St,3ft N/of Atlantic Co,"Brooklyn, NY"
8611631511,1/14/2019,70,94,94,0255P,W,Driggs Ave,3ft N/of N 4th St,"Brooklyn, NY"
8714728953,1/14/2019,40,94,94,0817P,W,Wythe Ave,3ft S/of N 10th St,"Brooklyn, NY"
8638198681,1/11/2019,21,94,94,0826A,S,N 11th St,40ft E/of Bedford Av,"Brooklyn, NY"
8676739250,1/14/2019,74,83,83,0153P,S,Ditmars St,40ft E/of Broadway,"Brooklyn, NY"
8668549509,1/11/2019,70,83,83,0112P,S,Willoughby Ave,40ft E/of Central Av,"Brooklyn, NY"
8708936109,1/13/2019,20,94,94,0139P,N,N 4th St,40ft E/of Driggs Ave,"Brooklyn, NY"
8676196850,1/12/2019,19,88,88,1017A,N,Dekalb Ave,40ft E/of Flatbush A,"Brooklyn, NY"
8676196849,1/12/2019,70,88,88,1015A,N,Dekalb Ave,40ft E/of Flatbush A,"Brooklyn, NY"
8598238739,1/11/2019,21,83,83,1118A,N,Suydam St,40ft E/of Irving Ave,"Brooklyn, NY"
8701817206,1/11/2019,14,90,90,0858A,S,S 4th St,40ft E/of Kent Ave,"Brooklyn, NY"
8723263015,1/11/2019,21,90,90,1012A,S,Varet St,40ft E/of Manhattan,"Brooklyn, NY"
8725067205,1/12/2019,21,88,88,0433A,N,Park Ave,40ft E/of Navy St,"Brooklyn, NY"
8638198747,1/11/2019,21,94,94,0846A,S,Frost St,40ft E/of Union Ave,"Brooklyn, NY"
8701817334,1/11/2019,21,90,90,1146A,E,Marcy Ave,40ft N/of Division A,"Brooklyn, NY"
8730300010,1/14/2019,51,90,90,0325P,E,Bogart St,40ft N/of Meserole S,"Brooklyn, NY"
8709666461,1/11/2019,70,83,83,0123P,E,Knickerbocker Ave,40ft N/of Moffat St,"Brooklyn, NY"
8709666450,1/11/2019,40,83,83,0121P,E,Knickerbocker Ave,40ft N/of Moffat St,"Brooklyn, NY"
8705075117,1/11/2019,21,94,94,1140A,W,Meeker Ave,40ft N/of N 7th St,"Brooklyn, NY"
8580359193,1/12/2019,40,90,90,0809A,W,Wallabout St,40ft N/of Union Ave,"Brooklyn, NY"
8668549698,1/12/2019,40,90,90,1212P,E,S 5th St,40ft S/of Bedford Av,"Brooklyn, NY"
8676196163,1/11/2019,38,90,90,1029A,W,Havemeyer St,40ft S/of Broadway,"Brooklyn, NY"
8715521746,1/11/2019,40,83,83,0659A,W,Stanhope St,40ft S/of Central Av,"Brooklyn, NY"
8676196175,1/11/2019,21,90,90,1107A,E,Marcy Ave,40ft S/of Division A,"Brooklyn, NY"
8705074897,1/11/2019,19,90,90,0820A,W,Wythe Ave,40ft S/of Grand St,"Brooklyn, NY"
8581008203,1/11/2019,14,79,79,0649P,E,Nostrand Ave,40ft S/of Greene Ave,"Brooklyn, NY"
8705075245,1/11/2019,21,94,94,1200P,W,Meeker Ave,40ft S/of Leonard St,"Brooklyn, NY"
8705075075,1/11/2019,21,94,94,1136A,W,Meeker Ave,40ft S/of N 7th St,"Brooklyn, NY"
8641825204,1/11/2019,21,90,90,0304A,E,Kent Ave,40ft S/of Ross St,"Brooklyn, NY"
8701817875,1/14/2019,21,90,90,1211P,W,Bedford Ave,40ft S/of S 10th St,"Brooklyn, NY"
8705075154,1/11/2019,21,94,94,1145A,W,Meeker Ave,40ft S/of Union Ave,"Brooklyn, NY"
8711162983,1/14/2019,21,79,79,0841A,W,Sanford St,40ft S/of Willoughby,"Brooklyn, NY"
8714729064,1/14/2019,20,90,90,0853P,N,Williamsburg St East,40ft W/of Bedford Av,"Brooklyn, NY"
8694640338,1/12/2019,38,90,90,0913A,N,Varet St,40ft W/of Graham Ave,"Brooklyn, NY"
8668549340,1/11/2019,21,83,83,1213P,S,Jefferson St,40ft W/of Knickerboc,"Brooklyn, NY"
8671028306,1/14/2019,21,90,90,0910A,N,Stagg St,40ft W/of Lorimer St,"Brooklyn, NY"
8676738427,1/12/2019,38,94,94,0110P,N,Milton St,40ft W/of Manhattan,"Brooklyn, NY"
8699772531,1/12/2019,70,94,94,0804A,N,Meeker Ave,40ft W/of Richardson,"Brooklyn, NY"
8699772520,1/12/2019,66,94,94,0803A,N,Meeker Ave,40ft W/of Richardson,"Brooklyn, NY"
8709667325,1/14/2019,46,90,90,0538P,S,Randolph St,40ft W/of Seneca Ave,"Brooklyn, NY"
8681882284,1/11/2019,74,81,81,1206P,S,Herkimer St,45ft E/of Albany Ave,"Brooklyn, NY"
8728704630,1/14/2019,21,79,79,1132A,N,Clifton Pl,45ft E/of Bedford Av,"Brooklyn, NY"
8705972644,1/12/2019,20,94,94,0123P,N,N 4th St,45ft E/of Driggs Ave,"Brooklyn, NY"
8598239100,1/11/2019,38,83,83,0330P,S,Harman St,45ft E/of Knickerboc,"Brooklyn, NY"
8723263507,1/12/2019,38,83,83,0950A,S,Hart St,45ft E/of Knickerboc,"Brooklyn, NY"
8714755361,1/12/2019,37,83,83,1109A,N,Himrod St,45ft E/of Knickerboc,"Brooklyn, NY"
8696033280,1/12/2019,20,83,83,0709A,N,Weirfield St,45ft E/of Knickerboc,"Brooklyn, NY"
8535587743,1/12/2019,19,79,79,0453A,S,Marcus Garvey Blvd,45ft E/of Lafayette,"Brooklyn, NY"
8705972152,1/11/2019,21,88,88,1140A,S,Willoughby Ave,45ft E/of Vanderbilt,"Brooklyn, NY"
8535587512,1/11/2019,71,90,90,0857A,W,Leonard St,45ft N/of Boerum St,"Brooklyn, NY"
8611718525,1/14/2019,19,90,90,0930P,E,Wythe Ave,45ft N/of Keap St,"Brooklyn, NY"
8705972980,1/14/2019,20,79,79,0140P,W,Spencer St,45ft N/of Myrtle Ave,"Brooklyn, NY"
8705972991,1/14/2019,20,79,79,0143P,W,Spencer St,45ft N/of Myrtle Ave,"Brooklyn, NY"
8699415904,1/14/2019,20,94,94,0351P,E,Berry St,45ft N/of N 4th St,"Brooklyn, NY"
8705075178,1/11/2019,21,94,94,1150A,W,Meeker Ave,45ft N/of Union Ave,"Brooklyn, NY"
8705972516,1/12/2019,46,90,90,0938A,W,Wilson St,45ft N/of Wythe Pl,"Brooklyn, NY"
8676196187,1/11/2019,21,90,90,1108A,E,Marcy Ave,45ft S/of Division A,"Brooklyn, NY"
8676197118,1/14/2019,21,90,90,1108A,W,Marcy Ave,45ft S/of Division A,"Brooklyn, NY"
8726817240,1/14/2019,20,88,88,0247P,E,Park Ave,45ft S/of Grand Ave,"Brooklyn, NY"
8668399901,1/14/2019,21,79,79,1109A,W,Marcy Ave,45ft S/of Lafayette,"Brooklyn, NY"
8717800742,1/14/2019,66,79,79,0155P,W,Sheffield Ave,45ft S/of Liberty Av,"Brooklyn, NY"
8580459679,1/12/2019,16,88,88,0713A,W,Ashland Pl,45ft S/of Myrtle Ave,"Brooklyn, NY"
8705973004,1/14/2019,16,79,79,0145P,W,Spencer St,45ft S/of Myrtle Ave,"Brooklyn, NY"
8636960952,1/12/2019,77,90,90,0939A,N,Harrison Pl,45ft W/of Bartlett S,"Brooklyn, NY"
8714727584,1/11/2019,20,90,90,1156P,N,Williamsburg St East,45ft W/of Bedford Av,"Brooklyn, NY"
8714727572,1/11/2019,82,90,90,1154P,N,Williamsburg St East,45ft W/of Bedford Av,"Brooklyn, NY"
8699415930,1/14/2019,40,94,94,0401P,N,N 6th St,45ft W/of Kent Ave,"Brooklyn, NY"
8699415928,1/14/2019,71,94,94,0400P,N,N 6th St,45ft W/of Kent Ave,"Brooklyn, NY"
8716119034,1/14/2019,14,90,90,0429P,N,Whipple St,45ft W/of Throop Ave,"Brooklyn, NY"
8535587251,1/11/2019,20,90,90,0718A,S,Marcy Ave,45ft W/of Walton St,"Brooklyn, NY"
8535587240,1/11/2019,20,90,90,0716A,S,Marcy Ave,45ft W/of Walton St,"Brooklyn, NY"
8676738683,1/13/2019,14,94,94,1202P,S,S 2nd St,4ft E/of Bedford Ave,"Brooklyn, NY"
8705972942,1/14/2019,40,79,79,0125P,W,Skillman St,4ft N/of Myrtle Ave,"Brooklyn, NY"
8725068350,1/14/2019,46,90,90,0959A,W,Humboldt St,500ft S/of Varet St,"Brooklyn, NY"
8692649934,1/14/2019,51,90,90,0250P,N,Scholes St,50ft E/of Bogart St,"Brooklyn, NY"
8651440390,1/11/2019,21,90,90,1159A,S,Bedford Ave,50ft E/of Division A,"Brooklyn, NY"
8580610308,1/14/2019,40,88,88,0712P,S,S Elliott Pl,50ft E/of Hanson Pl,"Brooklyn, NY"
8650344811,1/12/2019,38,83,83,0114P,S,Harman St,50ft E/of Knickerboc,"Brooklyn, NY"
8650344707,1/11/2019,14,90,90,0406P,S,S 5th St,50ft E/of Marcy Ave,"Brooklyn, NY"
8650344690,1/11/2019,71,90,90,0330P,N,S 4th St,50ft E/of Marcy Ave,"Brooklyn, NY"
8725067280,1/12/2019,21,88,88,0443A,N,Park Ave,50ft E/of St Edwards,"Brooklyn, NY"
8580610291,1/14/2019,20,94,94,0316P,S,Park Ave,50ft E/of Throop Ave,"Brooklyn, NY"
8638198759,1/11/2019,21,94,94,0848A,S,Frost St,50ft E/of Union Ave,"Brooklyn, NY"
8723263088,1/11/2019,21,90,90,1113A,E,Throop Ave,50ft N/of Bartlett S,"Brooklyn, NY"
8695487465,1/14/2019,21,90,90,1116A,W,Throop Ave,50ft N/of Bartlett S,"Brooklyn, NY"
8578348709,1/14/2019,40,90,90,0318P,W,Havemeyer St,50ft N/of Broadway,"Brooklyn, NY"
8692595240,1/14/2019,70,90,90,0410P,W,Kent Ave,50ft N/of Clymer St,"Brooklyn, NY"
8723262758,1/11/2019,21,90,90,0840A,E,Humboldt St,50ft N/of Debevoise,"Brooklyn, NY"
8692649491,1/13/2019,70,88,88,1155A,W,Ashland Pl,50ft N/of Hanson Pl,"Brooklyn, NY"
8709667337,1/14/2019,46,90,90,0611P,W,Gardner Ave,50ft N/of Johnson Av,"Brooklyn, NY"
8705075208,1/11/2019,21,94,94,1155A,W,Meeker Ave,50ft N/of Lorimer St,"Brooklyn, NY"
8730300022,1/14/2019,51,90,90,0326P,E,Bogart St,50ft N/of Meserole S,"Brooklyn, NY"
8686776589,1/11/2019,21,90,90,0305A,E,Kent Ave,50ft N/of Rodney St,"Brooklyn, NY"
8723262825,1/11/2019,21,90,90,0855A,E,Humboldt St,50ft N/of Scholes St,"Brooklyn, NY"
8634763171,1/14/2019,17,88,88,0317P,W,Fleet Pl,50ft N/of Willoughby,"Brooklyn, NY"
8611202820,1/11/2019,38,90,90,0432P,E,Havemeyer St,50ft S/of Broadway,"Brooklyn, NY"
8676197416,1/14/2019,14,90,90,0140P,E,Havemeyer St,50ft S/of Broadway,"Brooklyn, NY"
8708935520,1/12/2019,14,88,88,1135A,E,Ashland Pl,50ft S/of Fulton St,"Brooklyn, NY"
8723263090,1/11/2019,21,90,90,1114A,E,Throop Ave,50ft S/of Gerry St,"Brooklyn, NY"
8725657860,1/14/2019,40,90,90,0139P,E,Throop Ave,50ft S/of Gerry St,"Brooklyn, NY"
8705075142,1/11/2019,21,94,94,1143A,W,Meeker Ave,50ft S/of Union Ave,"Brooklyn, NY"
8636960915,1/12/2019,20,90,90,0831A,N,Broadway,50ft W/of Bartlett S,"Brooklyn, NY"
8714729052,1/14/2019,20,90,90,0852P,N,Williamsburg St East,50ft W/of Bedford Av,"Brooklyn, NY"
8539023910,1/14/2019,40,94,94,0157P,N,N 5th St,50ft W/of Berry St,"Brooklyn, NY"
8636960897,1/12/2019,20,90,90,0809A,N,N 4th St,50ft W/of Driggs Ave,"Brooklyn, NY"
8702771688,1/11/2019,21,90,90,1124A,S,Heyward St,50ft W/of Harrison A,"Brooklyn, NY"
8702773247,1/14/2019,70,94,94,0544P,S,Meeker Ave,50ft W/of Leonard St,"Brooklyn, NY"
8724655818,1/14/2019,21,94,94,1222P,S,Meeker Ave,50ft W/of Monitor St,"Brooklyn, NY"
8692649880,1/14/2019,20,90,90,0238P,N,Ten Eyck St,50ft W/of Morgan Ave,"Brooklyn, NY"
8725067310,1/12/2019,71,88,88,0449A,N,Park Ave,50ft W/of N Portland,"Brooklyn, NY"
8725067308,1/12/2019,21,88,88,0448A,N,Park Ave,50ft W/of N Portland,"Brooklyn, NY"
8725067278,1/12/2019,21,88,88,0441A,N,Park Ave,50ft W/of St Edwards,"Brooklyn, NY"
8668549303,1/11/2019,21,83,83,1141A,S,Willoughby Ave,50ft W/of Wyckoff Av,"Brooklyn, NY"
8668549297,1/11/2019,70,83,83,1138A,S,Willoughby Ave,50ft W/of Wyckoff Av,"Brooklyn, NY"
8676196540,1/11/2019,21,90,90,1234P,E,Havemeyer St,54ft S/of Broadway,"Brooklyn, NY"
8668549406,1/11/2019,21,83,83,1227P,S,Jefferson St,55ft E/of Central Av,"Brooklyn, NY"
8717800780,1/14/2019,17,79,79,0212P,E,Vermont St,55ft N/of Belmont Av,"Brooklyn, NY"
8676196199,1/11/2019,21,90,90,1108A,E,Marcy Ave,55ft S/of Division A,"Brooklyn, NY"
8668549686,1/12/2019,70,90,90,1120A,S,Kent Ave,55ft W/of S 6th St,"Brooklyn, NY"
8723758296,1/14/2019,51,83,83,0218P,N,Schaefer St,55ft W/of Wyckoff Av,"Brooklyn, NY"
8705972899,1/14/2019,14,79,79,0107P,N,Little Nassau St,5ft E/of Kent Ave,"Brooklyn, NY"
8723263490,1/12/2019,38,83,83,0947A,N,Hart St,5ft E/of Knickerbock,"Brooklyn, NY"
8723263428,1/12/2019,38,83,83,0925A,S,Stockholm St,5ft E/of Knickerbock,"Brooklyn, NY"
8723263398,1/12/2019,38,83,83,0917A,S,Himrod St,5ft E/of Knickerbock,"Brooklyn, NY"
8650490025,1/11/2019,38,79,79,0503P,S,Herkimer St,5ft E/of Nostrand Av,"Brooklyn, NY"
8705973235,1/14/2019,20,79,79,0628P,N,Hancock St,5ft E/of Spencer St,"Brooklyn, NY"
8723263064,1/11/2019,21,90,90,1110A,S,Whipple St,5ft E/of Throop Ave,"Brooklyn, NY"
8681882132,1/11/2019,21,79,79,0958A,E,Arlington Pl,5ft N/of Fulton St,"Brooklyn, NY"
8724655004,1/11/2019,21,90,90,1127A,E,Walton St,5ft N/of Lee Ave,"Brooklyn, NY"
8705972565,1/12/2019,14,94,94,1020A,E,Greenpoint Ave,5ft N/of Manhattan A,"Brooklyn, NY"
8532936623,1/14/2019,40,90,90,0933A,E,Kent Ave,5ft N/of N 1st St,"Brooklyn, NY"
8594440911,1/11/2019,14,90,90,0242P,E,Union Ave,5ft S/of Frost St,"Brooklyn, NY"
8707505474,1/11/2019,70,79,79,0919A,W,Throop Ave,5ft S/of Hancock St,"Brooklyn, NY"
8687362444,1/11/2019,40,88,88,1156A,W,Clermont Ave,5ft S/of Myrtle Ave,"Brooklyn, NY"
8643339600,1/14/2019,20,88,88,0248P,E,Grand St,5ft S/of Park Ave,"Brooklyn, NY"
8643339593,1/14/2019,20,88,88,0247P,E,Grand St,5ft S/of Park Ave,"Brooklyn, NY"
8641825216,1/11/2019,21,90,90,0305A,E,Kent Ave,5ft S/of Ross St,"Brooklyn, NY"
8578348412,1/13/2019,14,88,88,1100A,W,Fleet Pl,5ft S/of Willoughby,"Brooklyn, NY"
8725657215,1/12/2019,20,83,83,0851A,E,Stanhope St,5ft S/of Wyckoff Ave,"Brooklyn, NY"
8705972218,1/11/2019,21,88,88,1154A,S,Willoughby Ave,5ft W/of Adelphi St,"Brooklyn, NY"
8724655314,1/12/2019,20,90,90,0206P,N,Broadway,5ft W/of Bartlett St,"Brooklyn, NY"
8676738610,1/13/2019,14,94,94,1109A,S,N 4th St,5ft W/of Bedford Ave,"Brooklyn, NY"
8611631614,1/14/2019,70,94,94,0519P,S,N 9th St,5ft W/of Berry St,"Brooklyn, NY"
8539024007,1/14/2019,40,94,94,0314P,N,N 4th St,5ft W/of Berry St,"Brooklyn, NY"
8578348254,1/11/2019,20,79,79,0202P,S,Herkimer St,5ft W/of Herkimer Ct,"Brooklyn, NY"
8699568393,1/14/2019,20,79,79,0943A,N,Herkimer St,5ft W/of Herkimer Ct,"Brooklyn, NY"
8709666679,1/14/2019,75,79,79,0722A,S,Park Ave,5ft W/of Nostrand Av,"Brooklyn, NY"
8692649946,1/14/2019,71,90,90,0250P,N,Scholes St,60ft E/of Bogart St,"Brooklyn, NY"
8633605946,1/11/2019,19,88,88,0741P,N,Dekalb Ave,60ft E/of Flatbush A,"Brooklyn, NY"
