Summons Number,Issue Date,Violation Code,Violation Location,Violation Precinct,Violation Time,House Number,Street Name,Intersecting Street,City & State
8532936271,1/12/2019,20,83,83,0720A,1182,Halsey St,,"Brooklyn, NY"
8532936260,1/12/2019,20,83,83,0719A,1184,Halsey St,,"Brooklyn, NY"
8532936258,1/12/2019,20,83,83,0716A,1122,Halsey St,,"Brooklyn, NY"
8532936246,1/12/2019,20,83,83,0714A,1118,Halsey St,,"Brooklyn, NY"
8532936234,1/12/2019,20,83,83,0712A,1048,Halsey St,,"Brooklyn, NY"
8532936210,1/12/2019,71,83,83,0649A,1247,Hancock St,,"Brooklyn, NY"
8532936209,1/12/2019,40,83,83,0647A,1245,Hancock St,,"Brooklyn, NY"
8532936192,1/12/2019,20,83,83,0641A,1503,Jefferson Ave,,"Brooklyn, NY"
8532936179,1/12/2019,40,83,83,0630A,1397,Jefferson Ave,,"Brooklyn, NY"
8532936167,1/12/2019,40,83,83,0629A,1399,Jefferson Ave,,"Brooklyn, NY"
8532936155,1/12/2019,20,83,83,0626A,1380,Jefferson Ave,,"Brooklyn, NY"
8532936131,1/12/2019,40,83,83,0622A,1335,Jefferson Ave,,"Brooklyn, NY"
8532936120,1/12/2019,20,83,83,0616A,1205,Jefferson Ave,,"Brooklyn, NY"
8532936088,1/12/2019,40,83,83,0558A,1197,Hancock St,,"Brooklyn, NY"
8532936076,1/12/2019,71,83,83,0555A,475,Wilson Ave,,"Brooklyn, NY"
8532936064,1/12/2019,70,83,83,0552A,234,Cornelia St,,"Brooklyn, NY"
8532936052,1/12/2019,40,83,83,0551A,234,Cornelia St,,"Brooklyn, NY"
8532936027,1/12/2019,20,83,83,0522A,1126,Willoughby Ave,,"Brooklyn, NY"
8532936428,1/12/2019,20,83,83,0926A,1072,Halsey St,,"Brooklyn, NY"
8532936398,1/12/2019,20,83,83,0800A,277,Eldert St,,"Brooklyn, NY"
8532936386,1/12/2019,40,83,83,0745A,225,Covert St,,"Brooklyn, NY"
8532936374,1/12/2019,40,83,83,0742A,249,Covert St,,"Brooklyn, NY"
8535588190,1/12/2019,40,79,79,1031A,99,Vernon Ave,,"Brooklyn, NY"
8535588188,1/12/2019,71,79,79,1027A,186,Verona St,,"Brooklyn, NY"
8535588176,1/12/2019,40,79,79,1027A,185,Verona St,,"Brooklyn, NY"
8535588164,1/12/2019,71,79,79,1026A,185,Verona St,,"Brooklyn, NY"
8535588152,1/12/2019,71,79,79,0929A,388,Madison St,,"Brooklyn, NY"
8535588140,1/12/2019,46,79,79,0912A,384,Madison St,,"Brooklyn, NY"
8535588139,1/12/2019,46,79,79,0904A,221,Monroe St,,"Brooklyn, NY"
8535588127,1/12/2019,71,79,79,0900A,352,Monroe St,,"Brooklyn, NY"
8535588115,1/12/2019,71,79,79,0823A,735,Gates Ave,,"Brooklyn, NY"
8535588103,1/12/2019,70,79,79,0822A,735,Gates Ave,,"Brooklyn, NY"
8535588097,1/12/2019,70,79,79,0821A,745,Gates Ave,,"Brooklyn, NY"
8535588085,1/12/2019,71,79,79,0819A,745,Gates Ave,,"Brooklyn, NY"
8535588073,1/12/2019,71,79,79,0817A,700,Gates Ave,,"Brooklyn, NY"
8535588048,1/12/2019,71,88,88,0802A,364,Grand Ave,,"Brooklyn, NY"
8535588036,1/12/2019,71,79,79,0753A,380,Lexington Ave,,"Brooklyn, NY"
8535588024,1/12/2019,71,79,79,0746A,75,Malcolm X Blvd,,"Brooklyn, NY"
8535588000,1/12/2019,40,79,79,0730A,31,Kosciusko St,,"Brooklyn, NY"
8535587986,1/12/2019,71,79,79,0712A,300,MacDonough St,,"Brooklyn, NY"
8535587962,1/12/2019,20,79,79,0655A,132,Decatur St,,"Brooklyn, NY"
8535587950,1/12/2019,71,79,79,0654A,132,Decatur St,,"Brooklyn, NY"
8535587949,1/12/2019,70,79,79,0654A,132,Decatur St,,"Brooklyn, NY"
8535587937,1/12/2019,20,79,79,0654A,132,Decatur St,,"Brooklyn, NY"
8535587925,1/12/2019,20,79,79,0653A,132,Decatur St,,"Brooklyn, NY"
8535587913,1/12/2019,40,79,79,0651A,114,Decatur St,,"Brooklyn, NY"
8535587901,1/12/2019,40,79,79,0637A,465,Tompkins Ave,,"Brooklyn, NY"
8535587895,1/12/2019,46,79,79,0626A,201,Kosciusko St,,"Brooklyn, NY"
8535587871,1/12/2019,40,79,79,0622A,185,Kosciusko St,,"Brooklyn, NY"
8535587860,1/12/2019,40,79,79,0613A,179,Pulaski St,,"Brooklyn, NY"
8535587858,1/12/2019,40,79,79,0607A,173,Hart St,,"Brooklyn, NY"
8535587846,1/12/2019,71,79,79,0600A,143,Lewis Ave,,"Brooklyn, NY"
8535587822,1/12/2019,40,79,79,0530A,458,Putnam Ave,,"Brooklyn, NY"
8535587792,1/12/2019,40,79,79,0513A,470,Quincy St,,"Brooklyn, NY"
8535587780,1/12/2019,20,79,79,0509A,293,Quincy St,,"Brooklyn, NY"
8535587755,1/12/2019,46,79,79,0456A,129,Van Buren St,,"Brooklyn, NY"
8535587731,1/12/2019,40,79,79,0448A,140,Pulaski St,,"Brooklyn, NY"
1453701989,1/12/2019,21,79,79,0817A,1343,FULTON ST,,"Brooklyn, NY"
1453701941,1/12/2019,21,79,79,0757A,1552,FULTON ST,,"Brooklyn, NY"
1453701930,1/12/2019,21,79,79,0755A,1474,FULTON ST,,"Brooklyn, NY"
1453701783,1/12/2019,21,79,79,0750A,1274,FULTON ST,,"Brooklyn, NY"
1449831370,1/12/2019,14,83,83,0720P,1369,DEKALB AVE,,"Brooklyn, NY"
1449789869,1/12/2019,67,83,83,0108A,628,KNICKERBOCKER AVE,,"Brooklyn, NY"
1449781718,1/12/2019,40,83,83,0115P,119,GROVE ST,,"Brooklyn, NY"
1449781573,1/12/2019,98,83,83,0845A,326,MENAHAN ST,,"Brooklyn, NY"
1449755392,1/12/2019,40,88,88,0141A,5007,FELEX,,"Brooklyn, NY"
1453035461,1/12/2019,21,83,83,0827A,225,WYCKOFF AVE,,"Brooklyn, NY"
1453035450,1/12/2019,21,83,83,0825A,227,WYCKOFF AVE,,"Brooklyn, NY"
1453035369,1/12/2019,21,83,83,0752A,214,WYCKOFF AVE,,"Brooklyn, NY"
1449664027,1/12/2019,40,90,90,1015P,301,HOOPER STREET,,"Brooklyn, NY"
1449642573,1/12/2019,98,90,90,0710A,307,VANDERVOORT AVE,,"Brooklyn, NY"
1449635179,1/12/2019,98,79,79,0943A,808,MYRTLE AVE,,"Brooklyn, NY"
1449634758,1/12/2019,46,79,79,0533P,1312,FULTON ST,,"Brooklyn, NY"
1449630571,1/12/2019,14,83,83,1055P,506,EVERGREEN AVE,,"Brooklyn, NY"
1449630522,1/12/2019,20,83,83,0635P,1180,HALSEY ST,,"Brooklyn, NY"
1449630480,1/12/2019,20,83,83,0625P,1118,HALSEY ST,,"Brooklyn, NY"
1449630479,1/12/2019,20,83,83,0620P,1101,HALSEY ST,,"Brooklyn, NY"
1449630420,1/12/2019,40,83,83,0424P,261,WOODBINE ST,,"Brooklyn, NY"
1449630418,1/12/2019,46,83,83,0410P,729,KNICKERBOCKER AVE,,"Brooklyn, NY"
1453031522,1/12/2019,21,94,94,0737A,245,BEDFORD AVE,,"Brooklyn, NY"
1453031510,1/12/2019,21,94,94,0736A,245,BEDFORD AVE,,"Brooklyn, NY"
1452032026,1/12/2019,21,79,79,1255P,971,DEKALB AVE,,"Brooklyn, NY"
1452032014,1/12/2019,21,79,79,1254P,871,DEKALB AVE,,"Brooklyn, NY"
1452032002,1/12/2019,21,79,79,1250P,921,DEKALB AVE,,"Brooklyn, NY"
1452031940,1/12/2019,21,79,79,1140A,245,MARCUS GARVEY BLVD,,"Brooklyn, NY"
8722756759,1/12/2019,14,94,94,1130A,12,N 5th St,,"Brooklyn, NY"
8722756700,1/12/2019,38,94,94,1028A,152,Bedford Ave,,"Brooklyn, NY"
8722756693,1/12/2019,38,94,94,1026A,154,Bedford Ave,,"Brooklyn, NY"
1424258420,1/12/2019,46,81,81,1053P,1080,BROADWAY,,"Brooklyn, NY"
1453681085,1/12/2019,21,83,83,0748A,254,KNICKERBOCKER AV,,"Brooklyn, NY"
1453681061,1/12/2019,21,83,83,0742A,276,KNICKERBOCKER AV,,"Brooklyn, NY"
1453681050,1/12/2019,21,83,83,0739A,343,KNICKERBOCKER AV,,"Brooklyn, NY"
1453681048,1/12/2019,21,83,83,0736A,355,KNICKERBOCKER AV,,"Brooklyn, NY"
1449846993,1/12/2019,98,90,90,1110P,330,KEAP ST,,"Brooklyn, NY"
8724655387,1/12/2019,38,94,94,0458P,591,Manhattan Ave,,"Brooklyn, NY"
8724655326,1/12/2019,20,90,90,0209P,640,Broadway,,"Brooklyn, NY"
8724655302,1/12/2019,71,90,90,0144P,155,Meserole St,,"Brooklyn, NY"
8724655296,1/12/2019,38,90,90,0141P,198,Graham Ave,,"Brooklyn, NY"
8725657537,1/12/2019,19,81,81,0120P,1359,Broadway,,"Brooklyn, NY"
8725657252,1/12/2019,20,83,83,0905A,322,Stockholm St,,"Brooklyn, NY"
8725657240,1/12/2019,71,83,83,0903A,322,Stockholm St,,"Brooklyn, NY"
8725657239,1/12/2019,40,83,83,0859A,249,Stockholm St,,"Brooklyn, NY"
8725657173,1/12/2019,20,83,83,0844A,319,Stanhope St,,"Brooklyn, NY"
8725657136,1/12/2019,20,88,88,0825A,254,Melrose St,,"Brooklyn, NY"
8725657094,1/12/2019,20,88,88,0819A,271,Melrose St,,"Brooklyn, NY"
8725657057,1/12/2019,21,88,88,0750A,320,Myrtle Ave,,"Brooklyn, NY"
8723263544,1/12/2019,71,90,90,1217P,30,Graham Ave,,"Brooklyn, NY"
8723263532,1/12/2019,38,90,90,1105A,77,Varet St,,"Brooklyn, NY"
8723263283,1/12/2019,21,83,83,0815A,318,Knickerbocker Ave,,"Brooklyn, NY"
8723263260,1/12/2019,21,83,83,0812A,306,Knickerbocker Ave,,"Brooklyn, NY"
8723263246,1/12/2019,21,83,83,0808A,236,Knickerbocker Ave,,"Brooklyn, NY"
8723263234,1/12/2019,21,83,83,0807A,233,Knickerbocker Ave,,"Brooklyn, NY"
8725067503,1/12/2019,40,94,94,0904A,242,Wythe Ave,,"Brooklyn, NY"
8725067497,1/12/2019,20,94,94,0853A,206,Kent Ave,,"Brooklyn, NY"
8725067473,1/12/2019,20,94,94,0851A,200,Kent Ave,,"Brooklyn, NY"
8725067448,1/12/2019,70,90,90,0747A,134,Boerum St,,"Brooklyn, NY"
8725067424,1/12/2019,21,90,90,0739A,149,Havemeyer St,,"Brooklyn, NY"
8715574090,1/12/2019,38,83,83,1015A,1225,Broadway,,"Brooklyn, NY"
8715574088,1/12/2019,38,83,83,1011A,1245,Broadway,,"Brooklyn, NY"
8715574076,1/12/2019,38,81,81,1003A,1266,Broadway,,"Brooklyn, NY"
8715573941,1/12/2019,38,83,83,0912A,956,Broadway,,"Brooklyn, NY"
8715573930,1/12/2019,20,83,83,0903A,982,Willoughby Ave,,"Brooklyn, NY"
8715573916,1/12/2019,71,83,83,0856A,1059,Willoughby Ave,,"Brooklyn, NY"
8715573904,1/12/2019,71,83,83,0848A,129,Wilson Ave,,"Brooklyn, NY"
8715573898,1/12/2019,74,83,83,0846A,1091,Willoughby Ave,,"Brooklyn, NY"
8715573874,1/12/2019,40,83,83,0839A,1053,Willoughby Ave,,"Brooklyn, NY"
8715573837,1/12/2019,20,83,83,0814A,77,Evergreen Ave,,"Brooklyn, NY"
8715522684,1/12/2019,40,83,83,0758A,1105,Madison St,,"Brooklyn, NY"
8715522600,1/12/2019,40,83,83,0719A,108,Harman St,,"Brooklyn, NY"
8715522581,1/12/2019,40,81,81,0716A,251,Central Ave,,"Brooklyn, NY"
8715522520,1/12/2019,40,81,81,0620A,627,Macon St,,"Brooklyn, NY"
8715522465,1/12/2019,40,81,81,0556A,634,Jefferson Ave,,"Brooklyn, NY"
8714728023,1/12/2019,14,94,94,0749P,257,Driggs Ave,,"Brooklyn, NY"
8714727900,1/12/2019,73,88,88,0150A,936,Atlantic Ave,,"Brooklyn, NY"
8714727894,1/12/2019,14,88,88,0140A,936,Atlantic Ave,,"Brooklyn, NY"
8714755580,1/12/2019,14,90,90,0142P,118,Maujer St,,"Brooklyn, NY"
8714755579,1/12/2019,14,90,90,0140P,118,Maujer St,,"Brooklyn, NY"
8714755555,1/12/2019,46,94,94,0113P,135,N 7th St,,"Brooklyn, NY"
8714755543,1/12/2019,19,94,94,1256P,708,Manhattan Ave,,"Brooklyn, NY"
8714755531,1/12/2019,19,90,90,1251P,892,Lorimer St,,"Brooklyn, NY"
8714755518,1/12/2019,40,90,90,1238P,669,Manhattan Ave,,"Brooklyn, NY"
8714755490,1/12/2019,19,90,90,1224P,10,Graham Ave,,"Brooklyn, NY"
8714755403,1/12/2019,38,83,83,1143A,1327,Greene Ave,,"Brooklyn, NY"
8714755397,1/12/2019,71,83,83,1132A,255,Harman St,,"Brooklyn, NY"
8714755373,1/12/2019,71,83,83,1113A,420,Knickerbocker Ave,,"Brooklyn, NY"
8708935890,1/12/2019,14,94,94,0534P,159,N 4th St,,"Brooklyn, NY"
8708935877,1/12/2019,14,90,90,0438P,384,S 5th St,,"Brooklyn, NY"
8708935865,1/12/2019,14,90,90,0437P,364,S 5th St,,"Brooklyn, NY"
8708935841,1/12/2019,14,90,90,0433P,344,S 5th St,,"Brooklyn, NY"
8708935750,1/12/2019,14,90,90,0349P,235,S 4th St,,"Brooklyn, NY"
8708935749,1/12/2019,16,94,94,0339P,159,N 3rd St,,"Brooklyn, NY"
8708935737,1/12/2019,14,94,94,0331P,90,Wythe Ave,,"Brooklyn, NY"
8708935725,1/12/2019,53,94,94,0315P,103,Berry St,,"Brooklyn, NY"
8708935634,1/12/2019,16,94,94,0126P,130,N 4th St,,"Brooklyn, NY"
8708935580,1/12/2019,16,94,94,1237P,159,N 3rd St,,"Brooklyn, NY"
8708935567,1/12/2019,14,94,94,1226P,90,Wythe Ave,,"Brooklyn, NY"
8715522453,1/12/2019,70,81,81,0555A,534,Jefferson Ave,,"Brooklyn, NY"
8715522441,1/12/2019,40,81,81,0554A,534,Jefferson Ave,,"Brooklyn, NY"
8715522430,1/12/2019,40,81,81,0552A,508,Jefferson Ave,,"Brooklyn, NY"
8715522386,1/12/2019,40,81,81,0541A,828,Putnam Ave,,"Brooklyn, NY"
8715522337,1/12/2019,40,81,81,0519A,680,Quincy St,,"Brooklyn, NY"
8715522325,1/12/2019,40,81,81,0517A,680,Quincy St,,"Brooklyn, NY"
8715522301,1/12/2019,70,88,88,0444A,145,Park Ave,,"Brooklyn, NY"
8715522295,1/12/2019,21,88,88,0443A,145,Park Ave,,"Brooklyn, NY"
8705972632,1/12/2019,19,94,94,1258P,1108,Manhattan Ave,,"Brooklyn, NY"
8705972589,1/12/2019,14,94,94,1031A,131,Meserole Ave,,"Brooklyn, NY"
8699772701,1/12/2019,71,94,94,0105P,64,Eckford St,,"Brooklyn, NY"
8699772634,1/12/2019,74,94,94,1016A,240,Richardson St,,"Brooklyn, NY"
8699772610,1/12/2019,71,94,94,0926A,32,Beadel St,,"Brooklyn, NY"
8696033462,1/12/2019,20,83,83,0919A,48,Cornelia St,,"Brooklyn, NY"
8696033437,1/12/2019,38,81,81,0910A,1753,Broadway,,"Brooklyn, NY"
8696033413,1/12/2019,38,81,81,0906A,1790,Broadway,,"Brooklyn, NY"
8696033383,1/12/2019,74,83,83,0734A,283,Moffat St,,"Brooklyn, NY"
8696033358,1/12/2019,71,83,83,0722A,241,Schaefer St,,"Brooklyn, NY"
8696033346,1/12/2019,40,83,83,0722A,235,Schaefer St,,"Brooklyn, NY"
8696033292,1/12/2019,20,83,83,0713A,1329,Halsey St,,"Brooklyn, NY"
8696033267,1/12/2019,40,83,83,0706A,183,Weirfield St,,"Brooklyn, NY"
8696033231,1/12/2019,20,83,83,0701A,17,Weirfield St,,"Brooklyn, NY"
8696033061,1/12/2019,40,83,83,0551A,79,Cooper St,,"Brooklyn, NY"
8696033000,1/12/2019,40,81,81,0513A,601,Halsey St,,"Brooklyn, NY"
8696032950,1/12/2019,46,79,79,0459A,371,Madison St,,"Brooklyn, NY"
8696032949,1/12/2019,40,79,79,0458A,369,Madison St,,"Brooklyn, NY"
8694640375,1/12/2019,20,90,90,1003A,40,Debevoise St,,"Brooklyn, NY"
8694640363,1/12/2019,38,90,90,0922A,30,Graham Ave,,"Brooklyn, NY"
8694640340,1/12/2019,38,90,90,0916A,77,Varet St,,"Brooklyn, NY"
8694640326,1/12/2019,38,90,90,0910A,69,Moore St,,"Brooklyn, NY"
8694640314,1/12/2019,38,90,90,0909A,68,Moore St,,"Brooklyn, NY"
8694640284,1/12/2019,40,90,90,0840A,146,Manhattan Ave,,"Brooklyn, NY"
8694640168,1/12/2019,21,90,90,0748A,31,Debevoise St,,"Brooklyn, NY"
8676196813,1/12/2019,38,88,88,0914A,261,Livingston St,,"Brooklyn, NY"
8676196746,1/12/2019,38,88,88,0806A,175,Willoughby St,,"Brooklyn, NY"
8676196710,1/12/2019,14,88,88,0756A,101,Fleet St,,"Brooklyn, NY"
8676196679,1/12/2019,21,88,88,0742A,175,Willoughby St,,"Brooklyn, NY"
8676196643,1/12/2019,21,88,88,0737A,177,Myrtle Ave,,"Brooklyn, NY"
8676196631,1/12/2019,21,88,88,0736A,177,Myrtle Ave,,"Brooklyn, NY"
8676738567,1/12/2019,71,94,94,0243P,123,Guernsey St,,"Brooklyn, NY"
8676738440,1/12/2019,38,94,94,0119P,123,Greenpoint Ave,,"Brooklyn, NY"
8676738312,1/12/2019,37,94,94,1213P,576,Manhattan Ave,,"Brooklyn, NY"
8670484304,1/12/2019,71,90,90,0124P,408,S 2nd St,,"Brooklyn, NY"
8670484250,1/12/2019,20,90,90,1150A,539,Lorimer St,,"Brooklyn, NY"
8670484213,1/12/2019,38,90,90,1136A,327,Graham Ave,,"Brooklyn, NY"
8670484201,1/12/2019,74,90,90,1128A,219,Devoe St,,"Brooklyn, NY"
8670484195,1/12/2019,71,90,90,1126A,219,Devoe St,,"Brooklyn, NY"
8670484134,1/12/2019,98,94,94,1043A,138,Frost St,,"Brooklyn, NY"
8670484122,1/12/2019,14,94,94,1032A,106,Bayard St,,"Brooklyn, NY"
8670484110,1/12/2019,14,94,94,1031A,106,Bayard St,,"Brooklyn, NY"
8668549753,1/12/2019,71,90,90,0111P,136,S 2nd St,,"Brooklyn, NY"
8668549741,1/12/2019,40,90,90,0102P,326,Wythe Ave,,"Brooklyn, NY"
8668549613,1/12/2019,70,90,90,1005A,99,Clymer St,,"Brooklyn, NY"
8668549595,1/12/2019,40,90,90,0951A,46,Clymer St,,"Brooklyn, NY"
8668549534,1/12/2019,71,90,90,0832A,196,Keap St,,"Brooklyn, NY"
8675876592,1/12/2019,19,83,83,1032A,1009,Broadway,,"Brooklyn, NY"
8675876452,1/12/2019,20,79,79,0824A,142,Halsey St,,"Brooklyn, NY"
8675876427,1/12/2019,21,79,79,0812A,1227,Fulton St,,"Brooklyn, NY"
8675876415,1/12/2019,38,79,79,0807A,1112,Fulton St,,"Brooklyn, NY"
8638199107,1/12/2019,71,94,94,0954A,110,N 8th St,,"Brooklyn, NY"
8638199030,1/12/2019,38,94,94,0823A,154,Bedford Ave,,"Brooklyn, NY"
8636961129,1/12/2019,19,88,88,1153A,417,Myrtle Ave,,"Brooklyn, NY"
8636961117,1/12/2019,71,79,79,1147A,674,Myrtle Ave,,"Brooklyn, NY"
8636961099,1/12/2019,19,79,79,1140A,959,Bedford Ave,,"Brooklyn, NY"
8636961075,1/12/2019,71,90,90,1100A,121,Wilson St,,"Brooklyn, NY"
8636961063,1/12/2019,74,90,90,1059A,121,Wilson St,,"Brooklyn, NY"
8636961002,1/12/2019,20,90,90,1033A,400,Bedford Ave,,"Brooklyn, NY"
8636960927,1/12/2019,20,90,90,0834A,640,Broadway,,"Brooklyn, NY"
8579959573,1/12/2019,14,79,79,0714A,1205,Atlantic Ave,,"Brooklyn, NY"
8579160510,1/12/2019,40,79,79,0837A,225,Tompkins Ave,,"Brooklyn, NY"
8580560433,1/12/2019,14,79,79,0846A,22,Lewis Ave,,"Brooklyn, NY"
8580560421,1/12/2019,19,79,79,0750A,746,Myrtle Ave,,"Brooklyn, NY"
8580459680,1/12/2019,20,88,88,0743A,318,Lafayette Ave,,"Brooklyn, NY"
8580459667,1/12/2019,20,88,88,0630A,198,Washington Park,,"Brooklyn, NY"
8580359211,1/12/2019,40,79,79,1139A,219,Pulaski St,,"Brooklyn, NY"
8650344999,1/12/2019,46,83,83,0503P,818,Hart St,,"Brooklyn, NY"
8650344951,1/12/2019,16,83,83,0230P,229,Knickerbocker Ave,,"Brooklyn, NY"
8650344940,1/12/2019,71,83,83,0227P,224,Knickerbocker Ave,,"Brooklyn, NY"
8650344938,1/12/2019,38,83,83,0221P,278,Knickerbocker Ave,,"Brooklyn, NY"
8650344914,1/12/2019,71,83,83,0207P,803,Hart St,,"Brooklyn, NY"
8650344902,1/12/2019,37,83,83,0206P,803,Hart St,,"Brooklyn, NY"
8650344896,1/12/2019,37,83,83,0203P,803,Hart St,,"Brooklyn, NY"
8650344872,1/12/2019,38,83,83,0157P,344,Knickerbocker Ave,,"Brooklyn, NY"
8650344732,1/12/2019,20,83,83,1228P,1444,Dekalb Ave,,"Brooklyn, NY"
8598239471,1/12/2019,16,79,79,0425P,1279,Fulton St,,"Brooklyn, NY"
8598239446,1/12/2019,38,79,79,0401P,1413,Fulton St,,"Brooklyn, NY"
8598239434,1/12/2019,38,79,79,0348P,1540,Fulton St,,"Brooklyn, NY"
8598239331,1/12/2019,38,79,79,0124P,1508,Fulton St,,"Brooklyn, NY"
8598239306,1/12/2019,19,79,79,0113P,484,Tompkins Ave,,"Brooklyn, NY"
8598239290,1/12/2019,19,79,79,0111P,490,Tompkins Ave,,"Brooklyn, NY"
8598239276,1/12/2019,38,79,79,0107P,1413,Fulton St,,"Brooklyn, NY"
8598239239,1/12/2019,38,79,79,1237P,1548,Fulton St,,"Brooklyn, NY"
8598239227,1/12/2019,38,79,79,1236P,1552,Fulton St,,"Brooklyn, NY"
8598239173,1/12/2019,38,79,79,1206P,648,Throop Ave,,"Brooklyn, NY"
8535588061,1/12/2019,74,79,79,0812A,600,Gates Ave,,"Brooklyn, NY"
8535588050,1/12/2019,71,79,79,0812A,600,Gates Ave,,"Brooklyn, NY"
8535588012,1/12/2019,46,79,79,0734A,175,Kosciusko St,,"Brooklyn, NY"
8535587998,1/12/2019,71,79,79,0717A,130,MacDonough St,,"Brooklyn, NY"
8535587974,1/12/2019,74,79,79,0709A,138,Macon St,,"Brooklyn, NY"
8535587883,1/12/2019,46,79,79,0624A,191,Kosciusko St,,"Brooklyn, NY"
8535587834,1/12/2019,14,79,79,0532A,366,Putnam Ave,,"Brooklyn, NY"
8535587810,1/12/2019,40,79,79,0517A,483,Quincy St,,"Brooklyn, NY"
8535587809,1/12/2019,40,79,79,0515A,465,Quincy St,,"Brooklyn, NY"
8535587779,1/12/2019,20,79,79,0508A,289,Quincy St,,"Brooklyn, NY"
8535587767,1/12/2019,40,79,79,0502A,690,Greene Ave,,"Brooklyn, NY"
8532936416,1/12/2019,20,83,83,0852A,661,Central Ave,,"Brooklyn, NY"
8532936404,1/12/2019,40,83,83,0802A,298,Eldert St,,"Brooklyn, NY"
8532936350,1/12/2019,20,83,83,0733A,1318,Halsey St,,"Brooklyn, NY"
8532936325,1/12/2019,20,83,83,0729A,1298,Halsey St,,"Brooklyn, NY"
8532936301,1/12/2019,20,83,83,0725A,1230,Halsey St,,"Brooklyn, NY"
8532936222,1/12/2019,20,83,83,0710A,1036,Halsey St,,"Brooklyn, NY"
8532936180,1/12/2019,40,83,83,0637A,1439,Jefferson Ave,,"Brooklyn, NY"
8532936143,1/12/2019,20,83,83,0625A,1380,Jefferson Ave,,"Brooklyn, NY"
8532936118,1/12/2019,14,83,83,0612A,551,Evergreen Ave,,"Brooklyn, NY"
8532936106,1/12/2019,14,83,83,0610A,551,Evergreen Ave,,"Brooklyn, NY"
8532936090,1/12/2019,20,83,83,0603A,1009,Hancock St,,"Brooklyn, NY"
8532936040,1/12/2019,40,83,83,0543A,140,Menahan St,,"Brooklyn, NY"
8532936039,1/12/2019,20,83,83,0525A,1128,Willoughby Ave,,"Brooklyn, NY"
8532936003,1/12/2019,40,83,83,0507A,257,Jefferson St,,"Brooklyn, NY"
8532935990,1/12/2019,71,83,83,0503A,228,Jefferson St,,"Brooklyn, NY"
1453701990,1/12/2019,21,79,79,0817A,1341,FULTON ST,,"Brooklyn, NY"
1453701977,1/12/2019,21,79,79,0810A,1413,FULTON,,"Brooklyn, NY"
1453701965,1/12/2019,21,79,79,0806A,1543,FULTON ST,,"Brooklyn, NY"
1453701953,1/12/2019,21,79,79,0806A,1543,FULTON ST,,"Brooklyn, NY"
1453701849,1/12/2019,98,79,79,0932A,470,DEKALB AVE,,"Brooklyn, NY"
1453701837,1/12/2019,98,79,79,0932A,470,DEKALB AVE,,"Brooklyn, NY"
1453701825,1/12/2019,98,79,79,0932A,470,DEKALB AVE,,"Brooklyn, NY"
1453701771,1/12/2019,21,79,79,0745A,1112,FULTON ST,,"Brooklyn, NY"
1453697524,1/12/2019,21,79,79,0835A,523,HEMKIMER STREET,,"Brooklyn, NY"
1453035448,1/12/2019,21,83,83,0823A,259,WYCKOFF AVE,,"Brooklyn, NY"
1453035424,1/12/2019,21,83,83,0818A,297,WYCKOFF AVE,,"Brooklyn, NY"
1453035412,1/12/2019,21,83,83,0816A,299,WYCKOFF AVE,,"Brooklyn, NY"
1453035400,1/12/2019,21,83,83,0756A,232,WYCKOFF AVE,,"Brooklyn, NY"
1453035394,1/12/2019,21,83,83,0750A,198,WYCKOFF AVE,,"Brooklyn, NY"
1453035382,1/12/2019,21,83,83,0746A,178,WYCKOFF AVE,,"Brooklyn, NY"
1453035370,1/12/2019,21,83,83,0754A,216,WYCKOFF AVE,,"Brooklyn, NY"
1453031546,1/12/2019,21,94,94,0746A,152,BEDFORD AVE,,"Brooklyn, NY"
1453031534,1/12/2019,21,94,94,0745A,156,BEDFORD AVE,,"Brooklyn, NY"
1453031327,1/12/2019,21,90,90,0940A,195,BOERUM ST,,"Brooklyn, NY"
1453681097,1/12/2019,21,83,83,0751A,223,KNICKERBOCKER AV,,"Brooklyn, NY"
1453681073,1/12/2019,21,83,83,0745A,268,KNICKERBOCKER AV,,"Brooklyn, NY"
1449630595,1/12/2019,70,83,83,1105P,271,WEIRFIELD ST,,"Brooklyn, NY"
1449630583,1/12/2019,20,83,83,1105P,271,WEIRFIELD ST,,"Brooklyn, NY"
1449630560,1/12/2019,40,83,83,0938P,235,SCHAEFER STREET,,"Brooklyn, NY"
1449630558,1/12/2019,48,83,83,0925P,858,KNICKERBOCKER AVE,,"Brooklyn, NY"
1449630546,1/12/2019,46,83,83,0925P,858,KNICKERBOCKER AVE,,"Brooklyn, NY"
1449630534,1/12/2019,46,83,83,0645P,709,KNICKERBOCKER AVE,,"Brooklyn, NY"
1449630510,1/12/2019,20,83,83,0630P,1164,HALSEY ST,,"Brooklyn, NY"
1449630509,1/12/2019,71,83,83,0635P,1136,HALSEY ST,,"Brooklyn, NY"
1449630492,1/12/2019,20,83,83,0620P,1122,HALSEY ST,,"Brooklyn, NY"
1449630467,1/12/2019,46,83,83,0554P,35,ABERDEEN ST,,"Brooklyn, NY"
1449630455,1/12/2019,20,83,83,0500P,1300,HALSEY ST,,"Brooklyn, NY"
1449630443,1/12/2019,20,83,83,0435P,1406,PUTNAM AVE,,"Brooklyn, NY"
1449630431,1/12/2019,71,83,83,0430P,319,WILSON AVE,,"Brooklyn, NY"
